"","Player","Team","Position","GP","TOI","TOI/GP","CF/60 Rel","CA/60 Rel","CF% Rel","FF/60 Rel","FA/60 Rel","FF% Rel","SF/60 Rel","SA/60 Rel","SF% Rel","GF/60 Rel","GA/60 Rel","GF% Rel","xGF/60 Rel","xGA/60 Rel","xGF% Rel","SCF/60 Rel","SCA/60 Rel","SCF% Rel","HDCF/60 Rel","HDCA/60 Rel","HDCF% Rel","HDGF/60 Rel","HDGA/60 Rel","HDGF% Rel","MDCF/60 Rel","MDCA/60 Rel","MDCF% Rel","MDGF/60 Rel","MDGA/60 Rel","MDGF% Rel","LDCF/60 Rel","LDCA/60 Rel","LDCF% Rel","LDGF/60 Rel","LDGA/60 Rel","LDGF% Rel","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"621","Jacob Lucchini","MIN","C","40","352.16666666667","8.8041666666667","-11.82","7.21","-8.54","-8.6","5.8","-9.04","-7.75","6.62","-13.12","-0.81","-0.03","-9.32","-0.73","0.2","-11.09","-7.09","2.56","-10.23","-5.01","3.07","-21.67","-0.46","0.33","-19.30","-2.77","-0.68","-2.84","-0.36","-0.84","25.65","-12.42","4.89","-9.21","-0.11","0.38","-16.67","7.94","93.30","1.012","4.09","8.69","6.64","56.22","38.10","8.01","13.8","14.82","35.07"
"559","Oliver Wahlstrom","NYI","R","32","326.55","10.2046875","-5.94","7.12","-5.10","-3.86","5.34","-5.11","-2.59","2.47","-4.16","-0.34","0.52","-8.91","-0.13","0.51","-5.60","-1.96","5.09","-5.58","-0.2","2.49","-5.27","-0.12","0.54","-12.02","-2.34","3.46","-6.00","-0.53","-0.36","-16.38","-3.29","-1.77","-0.93","0.25","0.36","4.76","7.04","91.53","0.986","9.55","11.76","9.74","53.1","49.52","16.54","16.72","17.09","49.18"
"562","Philipp Kurashev","CHI","C","75","1093.8333333333","14.584444444444","-1.38","7.08","-3.29","-1.15","3.43","-2.56","-1.74","2.79","-3.77","0.15","0.99","-4.94","0.22","0.16","1.15","2.01","2.43","0.30","0.55","0.36","0.83","-0.15","0.58","-11.06","1.95","2.76","-0.14","0.56","0.32","11.83","-0.33","6.12","-2.95","-0.16","0.24","-13.93","7.74","89.03","0.968","10.42","10.15","6.09","39.44","63.12","21.61","15.08","16.79","56.29"
"346","Jake Middleton","MIN","D","80","1350.6","16.8825","-3.21","7.05","-4.41","-2.09","4.38","-3.95","-0.82","2.47","-2.92","-0.38","0.87","-12.14","-0.04","0.18","-2.41","-1.04","1.82","-2.82","-0.37","-0.01","-0.90","-0.11","0.28","-7.85","-0.9","2.43","-4.00","-0.17","0.81","-21.41","-2.71","10.87","-6.39","-0.22","-0.02","-9.88","8.21","89.51","0.977","6.84","13.86","8.93","42.6","43.38","17.01","20.84","21.68","43.97"
"360","Travis Dermott","ARI","D","50","707.6","14.152","-8.87","6.98","-6.89","-5.51","7.84","-7.86","-2.22","2.47","-4.09","-1.17","0.58","-18.61","-0.34","0.3","-6.46","-3.27","3.29","-5.99","-1.97","2.52","-10.32","-0.99","-0.03","-25.26","-1.73","1.03","-3.15","-0.19","0.62","-14.58","-8.57","10.32","-9.62","-0.06","0.2","-11.90","6.23","90.54","0.968","6.44","13.14","11.53","55.03","35.85","15.43","19.16","22.13","41.08"
"586","Adam Boqvist","CBJ","D","35","541.78333333333","15.479523809524","5.3","6.89","-0.55","4.62","7.12","-1.17","2.98","5.07","-1.33","0.25","0.42","-1.37","0.21","0.79","-4.69","2.04","3.12","-0.81","1.32","4.03","-5.36","0.59","0.32","4.67","0.95","-1.21","2.33","0.08","-0.05","2.94","8.72","7.75","0.63","-0.57","0.2","-31.43","8.93","91.46","1.004","9.75","11.41","7.64","41.86","56.05","23.37","19.71","16.61","58.45"
"716","Isaak Phillips","CHI","D","33","502.71666666667","15.233838383838","-5.39","6.88","-5.18","-2.59","7.03","-5.38","-4.08","3.82","-6.87","-0.82","1.41","-18.57","-0.29","0.57","-7.80","-3.44","3.02","-5.83","-1.05","2.9","-7.13","-0.65","0.75","-22.38","-3.19","0.15","-4.37","0.05","0.65","-9.52","-7.54","3.75","-6.03","-0.3","0.26","-20.83","5.67","87.20","0.929","5.01","11.1","8.47","50.72","37.17","13.13","17.43","16.47","44.35"
"224","Josh Anderson","MTL","R","78","1018.9","13.062820512821","-3.17","6.84","-4.00","-2.34","4.73","-4.05","-2.13","5.49","-6.23","-0.46","0.42","-8.91","-0.25","0.4","-5.98","-1.5","2.95","-3.82","-0.23","2.41","-5.24","-0.49","0.56","-20.00","-1.69","0.72","-2.92","-0.18","-0.25","1.09","-1.57","6.98","-4.12","0.18","0.06","5.70","8.41","91.91","1.003","7.66","14.07","10.07","41.34","43.19","14.19","18.9","20.67","40.71"
"254","Andre Burakovsky","SEA","L","49","578.08333333333","11.797619047619","3.48","6.84","-1.46","-0.7","2.45","-1.85","0.53","2.9","-2.04","-0.84","0.32","-14.79","-0.19","0.22","-4.29","1.08","3.51","-2.34","-0.72","1.05","-4.43","-0.7","0.22","-28.17","2.4","3.29","-1.24","-0.63","0.2","-25.00","2.71","2.57","0.07","0.48","-0.07","17.83","5.13","92.12","0.973","9.65","11.83","7.27","50.86","57.06","17.85","15.26","16.3","52.28"
"430","Julien Gauthier","NYI","R","27","269.1","9.9666666666667","-18.81","6.84","-11.36","-17.55","3.18","-13.41","-12.07","2.31","-13.15","-0.64","0.7","-13.09","-1.55","0.2","-18.83","-14.56","2.05","-17.35","-6.59","1.67","-20.14","0.1","0.6","-7.69","-10.62","0.51","-15.41","-0.68","0.44","-22.50","-10.11","9.52","-9.55","-0.33","-0.33","0.00","10.00","91.03","1.010","8.25","18.28","12.93","52.84","38.95","11.82","25.2","22.07","34.87"
"545","Cole Guttman","CHI","C","27","278.48333333333","10.314197530864","1.98","6.84","-1.52","0.5","5.75","-2.60","1.97","6.34","-2.63","-0.53","1.99","-19.67","-0.13","0.63","-6.59","-3.26","8.85","-9.51","-1.41","1.89","-7.26","-0.47","1.25","-28.57","-2.47","9.28","-11.15","-0.05","0.7","-13.10","2.88","-0.36","1.75","-0.03","0.31","-6.67","4.92","87.93","0.928","9.05","9.05","5.6","49.34","61.76","15.73","15.08","16.59","48.67"
"704","Jamie Drysdale","ANA, PHI","D","34","539.41666666667","15.865196078431","-3.04","6.82","-3.99","-2.22","6.86","-5.46","-2.47","3","-4.76","-1.68","0.38","-22.69","-0.43","0.45","-8.80","-3.63","2.72","-5.86","-1.92","1.48","-7.41","-1.06","-0.11","-31.76","-2.28","1.66","-4.73","-0.52","0.44","-18.82","3.65","3.58","-0.20","-0.32","0.24","-19.88","4.14","88.28","0.924","9.79","12.68","5.78","46.16","62.86","23.36","17.35","14.46","61.76"
"352","Rasmus Andersson","CGY","D","78","1389.85","17.81858974359","4.16","6.76","-1.13","4.17","5.54","-0.93","2.06","4.44","-2.11","0.51","0.77","-2.11","0.06","0.52","-4.42","1.21","4.83","-3.15","0.94","2.58","-3.60","0.21","0.41","-4.35","0.36","3.01","-2.87","0.31","0.38","0.89","8.55","5","1.40","0.11","0.15","-1.99","9.26","89.89","0.992","8.38","11.31","8.03","54.96","51.05","23.61","19.9","18.48","56.10"
"97","Ben Chiarot","DET","D","77","1308.7833333333","16.997186147186","-2.23","6.72","-3.59","-1.39","3.55","-2.80","-0.37","2.67","-2.44","0.1","0.79","-5.62","-0.08","0.02","-1.05","-1.71","1.95","-3.38","0.22","0.53","-0.56","0.3","-0.06","6.40","-2.57","1.9","-5.10","-0.23","0.89","-21.47","-2.89","4.97","-3.74","-0.04","0.25","-11.71","10.52","89.57","1.001","6.28","13.84","9.99","44.61","38.59","14.99","20.58","20.86","41.82"
"120","Vladimir Tarasenko","FLA, OTT","R","76","963.73333333333","12.680701754386","2.06","6.68","-1.92","2.18","5.08","-1.73","2.19","4.07","-1.56","0.82","-0.05","7.32","0.35","0.56","-1.78","1.84","5.86","-3.28","1.02","2.36","-2.63","-0.07","0.34","-6.56","1.1","4.67","-3.75","0.43","0.07","7.68","2.99","2.94","-0.12","0.83","-0.64","56.19","10.62","91.44","1.021","11.33","14.57","7.35","53.17","60.67","20.05","20.79","17.62","53.22"
"13","Jack Johnson","COL","D","80","1100.4166666667","13.755208333333","-5.74","6.67","-5.09","-4.07","5.13","-5.31","-4.15","1.26","-4.44","-0.28","-0.59","3.73","-0.4","0.3","-6.73","-4.23","2.93","-6.38","-1.16","0.92","-4.40","-0.11","-0.22","2.00","-4.1","2.69","-7.82","-0.06","-0.74","24.28","-12.48","6.3","-9.09","-0.18","0.26","-15.87","9.85","92.80","1.027","3.44","9.76","8.34","53.98","29.17","9.98","16.85","17.99","35.67"
"76","Evander Kane","EDM","L","77","1108.1333333333","14.391341991342","-3.02","6.61","-4.17","-3.71","4.7","-4.95","-3.73","4.35","-6.73","-0.74","0.22","-9.11","-0.28","0.33","-5.47","-3.86","4.93","-7.61","-1.07","1.63","-5.62","-0.51","0.24","-11.85","-3.71","4.4","-9.11","-0.15","-0.14","-0.61","-0.06","0.19","-0.13","-0.18","0.13","-15.00","7.84","91.95","0.998","10.23","13.1","7.26","35.9","58.51","20.14","18.95","17.11","54.07"
"130","Mikael Granlund","S.J","C","69","1007.65","14.603623188406","-1.84","6.59","-3.19","1.02","4.35","-1.52","0.97","2.9","-1.17","1.06","-0.67","16.90","0.11","0.53","-2.85","0.21","5.23","-3.54","-0.96","3","-7.81","0.7","-0.51","23.18","1.57","2.97","-0.70","0.23","-0.29","10.46","-1.98","2.72","-2.21","0.26","0.08","12.71","9.77","91.41","1.012","6.97","14.41","9.23","40.49","43.01","17.21","19.89","21.61","44.33"
"206","Esa Lindell","DAL","D","82","1324.4833333333","16.152235772358","-3.94","6.59","-4.43","-1.32","2.01","-1.97","0.73","1.13","-0.44","-0.23","0.15","-3.52","0.06","-0.04","1.05","0.79","2.44","-1.79","-0.37","-0.56","0.69","0.02","-0.05","1.26","1.55","4.01","-3.29","-0.04","0.25","-6.78","-11.53","7.19","-8.99","-0.32","0.01","-17.16","8.75","91.06","0.998","4.76","12.73","9.56","49.65","33.23","13.91","19.07","21.65","39.11"
"518","Martin Necas","CAR","C","77","1083.7833333333","14.075108225108","3.19","6.55","-2.11","3.51","6.01","-2.27","3.02","5.94","-3.29","0.01","0.94","-9.69","0.24","0.67","-5.06","1.04","4.55","-4.00","-0.71","3.31","-9.58","0.1","0.46","-7.71","2.33","1.65","-0.07","-0.16","0.44","-13.00","-0.63","0.09","-0.29","0.05","0.22","-12.09","7.32","90.26","0.976","9.08","10.19","4.15","46.89","68.62","19.38","16.55","12.62","60.55"
"271","Elias Lindholm","CGY, VAN","C","75","994.41666666667","13.258888888889","-4.54","6.48","-4.67","-3.25","4.38","-4.59","-2.11","2.2","-3.81","-0.28","0.4","-6.65","-0.58","0.3","-9.06","-2.83","3.23","-5.68","-3.67","1.44","-11.78","-0.6","0.33","-18.53","1.12","2.39","-1.49","0.39","0.09","6.84","4.48","7.16","-1.52","0.03","0.03","0.00","8.53","90.48","0.990","11.65","11.28","12.13","47.49","48.98","22.26","17.2","23.35","48.81"
"132","Bryan Rust","PIT","R","62","899.9","14.514516129032","12.78","6.41","2.22","11.39","7.22","1.96","7.69","5.22","1.53","1.55","1.71","-3.05","1.23","0.48","5.56","8.66","5.15","2.46","4.38","1.46","4.85","1.01","0.64","6.29","5.71","4.92","0.77","0.47","1.2","-20.08","15.07","1.63","5.92","0.27","0.29","-4.07","10.75","88.80","0.996","12","16.34","6.47","45.47","64.98","23.74","24","16.67","58.75"
"440","Beck Malenstyn","WSH","L","81","919.11666666667","11.347119341564","-10.39","6.39","-7.47","-8.28","3.58","-7.78","-5.4","0.44","-6.04","-0.03","-0.4","3.63","-0.67","0.03","-7.86","-4.47","0.8","-5.28","-2.56","1.04","-8.61","-0.28","-0.59","5.26","-2.55","-0.33","-2.92","0.22","-0.26","15.23","-18.64","25.51","-21.67","0.12","0.56","-13.19","10.00","92.27","1.023","2.22","13.45","22.72","42.43","8.90","4.05","17.36","36.69","9.94"
"467","Nikita Zaitsev","CHI","D","38","547.93333333333","14.419298245614","1.93","6.36","-1.42","0.62","5.04","-2.21","-1.06","4.82","-4.62","-0.4","-0.57","-0.69","0.03","-0.05","0.77","0.66","4.41","-2.68","1.32","-3.21","10.10","-0.14","-0.19","-0.50","-0.87","10.15","-10.86","-0.36","-0.11","-11.49","7.43","-1.14","4.60","0.01","-0.43","12.42","6.25","92.90","0.992","8.98","9.31","4.82","52.12","65.08","21.35","14.56","13.47","61.32"
"735","Matt Coronato","CGY","R","34","368.28333333333","10.831862745098","-5.66","6.18","-4.90","-3.57","2.47","-3.51","-1.17","3.75","-4.15","0.17","1","-5.21","-0.58","0.07","-6.63","-5.09","1.87","-6.45","-4.18","-0.45","-9.27","-0.01","-0.01","0.00","-1.21","3.08","-4.76","0.4","0.42","5.13","-4.77","6.37","-5.30","-0.17","1","-22.73","7.57","87.43","0.950","8.15","11.73","10.1","49.69","44.64","16.45","16.45","19.71","45.50"
"125","Erik Gudbranson","CBJ","D","78","1267.4166666667","16.248931623932","-6.97","6.17","-5.27","-5.49","3.16","-4.98","-4.29","1.52","-4.92","-0.96","-0.29","-7.36","-0.43","-0.15","-3.01","-3.21","0.51","-3.47","-1.73","-1.03","-2.43","-0.7","-0.49","-6.35","-1.98","2.06","-4.33","-0.31","0.29","-12.17","-8.45","9.32","-8.43","-0.03","-0.03","-0.13","7.44","92.04","0.995","5.49","10.13","8.1","45.78","40.42","16.24","17.47","19.55","45.37"
"49","Steven Stamkos","T.B","C","79","1055.7666666667","13.364135021097","1.65","6.15","-1.93","0.97","4.92","-2.40","1.63","4.06","-2.00","0.27","0.93","-5.01","0.07","0.22","-1.42","0.97","2.71","-1.65","-0.68","1.55","-5.11","0.06","0.43","-6.18","2.21","1.55","0.62","0.07","0.51","-7.51","7.23","5.64","0.73","0.24","0.2","2.92","9.70","88.77","0.985","11.93","13.3","9.21","41.54","56.45","20.63","18.24","17.22","54.50"
"425","Luke Kunin","S.J","C","77","966.33333333333","12.549783549784","-4.73","6.12","-4.38","-4.62","6.07","-6.08","-3.5","5.46","-7.32","-0.55","-0.56","-4.16","-0.28","0.51","-7.05","-1.78","3.82","-4.59","0.3","1.83","-2.40","-0.34","0.26","-13.16","-2.78","2.66","-6.12","-0.33","-0.51","-0.80","-5.71","3.74","-4.67","0.05","-0.63","22.92","5.56","92.21","0.978","5.9","10.87","8.38","50.23","41.30","14.72","16.08","20.06","42.32"
"18","Marc-Edouard Vlasic","S.J","D","57","826.9","14.50701754386","0.33","6.11","-2.01","0.47","0.64","-0.01","0.01","2.23","-1.59","-0.03","0.32","-2.53","0.12","0.26","-0.63","-0.34","4.92","-3.91","1.5","1.57","1.11","0.02","0.57","-6.00","-2.45","4.47","-7.33","-0.47","0.1","-15.61","-2.83","4.05","-3.16","0.43","-0.48","35.00","7.33","89.92","0.972","2.9","10.09","9.65","55","23.12","12.84","17.49","21.12","37.82"
"608","Jesse Ylönen","MTL","R","59","515.81666666667","8.7426553672316","-11.72","6.11","-7.87","-8.02","2.36","-6.69","-4.28","0.52","-4.64","-0.3","-0.75","6.24","-0.39","0.2","-5.81","-8","1.89","-10.14","-2.46","0.74","-7.56","0.26","-0.28","11.67","-7.38","1.53","-12.11","-0.22","-0.67","12.86","-11.11","3.84","-8.41","-0.49","0.05","-52.00","9.64","94.81","1.045","5.82","11.28","9.65","54.55","37.59","10.35","16.52","18.84","35.46"
"110","Evgeny Kuznetsov","CAR, WSH","C","63","818.76666666667","12.996296296296","-6.02","6.05","-5.14","-5.44","5.61","-6.55","-3.42","4.32","-6.75","-0.72","0.31","-12.07","-0.54","0.57","-10.82","-3.54","3.38","-6.51","-3.28","1.5","-11.30","-0.66","0.24","-21.37","-0.35","2.51","-3.44","0.03","-0.21","6.79","-5.01","-1.23","-1.99","-0.12","0.32","-19.05","6.23","91.69","0.979","11.43","10.99","5.64","44.92","66.95","18.61","16.63","13.04","58.80"
"221","Andreas Athanasiou","CHI","C","28","328.3","11.725","0.89","6.04","-1.67","-1.19","6.48","-3.91","1.88","3.96","-0.87","-0.1","0.61","-6.06","-0.11","0.37","-4.08","-3.55","0.94","-4.78","0.96","0.6","1.72","0.41","0.67","-0.58","-6","0.46","-9.06","-0.68","0.04","-22.22","4.27","2.71","1.44","0.01","-0.13","3.57","7.04","91.26","0.983","6.03","10.97","5.48","50.26","52.38","16.08","16.27","16.63","49.16"
"555","James Hamblin","EDM","L","31","239.48333333333","7.7252688172043","-15.07","6.03","-8.99","-13.62","0.77","-8.52","-7.62","-0.12","-6.04","-0.92","-1.2","7.88","-1.33","-0.32","-8.30","-10.71","0.57","-9.52","-4.43","-1.23","-5.30","-0.12","-0.64","12.65","-8.37","2.4","-12.27","-1.41","-0.49","-55.00","-13.74","8.6","-11.57","0.38","-0.28","44.44","8.33","95.15","1.035","8.02","12.78","6.51","56.37","55.17","13.28","18.29","17.79","42.74"
"385","Anthony Beauvillier","CHI, NSH, VAN","L","60","726.91666666667","12.115277777778","-0.73","6.01","-2.70","-1.52","2.7","-2.45","-2.12","1.38","-2.99","-0.75","0.02","-8.78","-0.05","0.09","-1.36","0.61","2.47","-1.49","0.23","0.65","-0.85","-0.24","0.64","-16.48","0.5","2.43","-1.90","-0.62","-0.28","-17.55","-2.84","1.14","-2.02","-0.07","-0.59","26.67","6.71","92.21","0.989","7.51","11.47","6.52","49.11","53.53","15.77","15.27","16.84","48.35"
"327","Jake Walman","DET","D","63","993.28333333333","15.766402116402","2.88","6","-1.00","0.83","2.66","-0.91","0.88","0.91","0.08","0.11","0.57","-3.63","-0.11","0.43","-5.18","-0.83","4.88","-4.82","-0.5","2.77","-7.13","-0.44","0.62","-17.88","-0.44","2.81","-3.35","0.29","-0.47","15.76","2.21","6.58","-1.76","0.49","0.44","-3.48","10.09","89.54","0.996","6.71","11.78","11.36","46.21","37.12","16.01","18.6","22.83","41.21"
"56","John Carlson","WSH","D","82","1508.4333333333","18.395528455285","8.45","5.99","1.44","5.85","3.38","1.90","2.72","0.99","1.83","0.1","0.11","0.18","0.47","0.28","2.13","5.86","3.87","2.09","1.94","1.73","0.73","0.14","0.25","-1.21","5.22","2.85","3.05","0.08","-0.07","4.67","7.14","7.47","0.60","-0.15","-0.13","-1.96","8.18","91.03","0.992","6.4","11.61","8.35","45.82","43.40","20.29","20.05","21.96","48.02"
"745","Mason McTavish","ANA","C","64","840.55","13.13359375","1.07","5.89","-1.87","1.25","6.54","-2.81","1.65","4.27","-1.89","1.23","1.8","-0.54","0.34","0.33","0.57","3.55","3.53","0.52","2.09","2.64","-0.22","0.47","0.79","-2.52","1.95","1.18","1.19","0.58","0.74","3.41","2.24","3.67","-0.48","0.48","0.66","1.18","10.59","87.55","0.981","10.21","12.99","7.35","42.54","58.13","19.27","19.84","18.27","51.33"
"636","Moritz Seider","DET","D","82","1347.5333333333","16.433333333333","4.21","5.88","-0.36","4.28","3.47","0.84","3.36","1.2","2.11","0.16","0.29","-0.99","0.04","0.4","-3.18","-0.82","4.76","-4.75","-1.28","2.74","-9.43","-0.03","0.19","-3.41","0.62","2.7","-1.93","-0.41","-0.11","-7.14","3.8","5.69","-0.55","0.72","0.27","7.85","9.68","90.36","1.000","6.23","12.33","12.2","43.5","33.82","14.87","19.32","23.47","38.79"
"758","Simon Nemec","N.J","D","60","1016.7166666667","16.945277777778","2.75","5.85","-1.32","1.75","2.09","-0.19","1.2","1.06","0.12","0.14","0.02","1.04","0.3","0.06","2.14","2.55","2.67","-0.10","0.88","0.46","0.92","-0.29","0.14","-7.23","2.23","2.95","-0.81","0.52","-0.41","19.47","-1.42","3.89","-2.67","0.05","0.26","-8.42","9.65","90.78","1.004","6.55","10.5","6.85","48.63","48.90","17","15.93","15.76","51.89"
"546","Alexey Toropchenko","STL","R","82","920.03333333333","11.219918699187","-8.96","5.84","-6.62","-6.77","2.33","-5.79","-4.24","3.2","-6.41","-0.92","-0.64","-4.65","-0.23","0.01","-2.67","-5.38","0.35","-6.10","-0.67","-0.73","-0.31","-0.35","-0.41","-0.36","-6.29","1.44","-10.29","-0.9","-0.04","-26.05","-7.72","5.63","-6.93","0.14","-0.27","20.53","6.52","94.13","1.007","6.98","13.11","8.28","46.43","45.73","12.39","17.74","18.39","40.25"
"253","Ryan Graves","PIT","D","70","1121.1833333333","16.016904761905","-3.75","5.81","-3.85","-2.17","0.5","-1.47","-0.79","-0.41","-0.27","-0.75","-0.83","0.91","-0.22","0","-1.91","-3.87","1.68","-4.76","-1.3","0.23","-3.10","-0.35","-0.56","1.66","-3.42","1.93","-5.93","-0.43","-0.25","-3.66","-3.16","4.11","-3.50","-0.12","-0.08","0.60","6.38","93.32","0.997","5.19","11.61","9.2","46.56","36.06","14.61","18.09","20.55","41.55"
"439","Brett Howden","VGK","C","72","837.93333333333","11.637962962963","-6.55","5.79","-5.08","-6.46","4.69","-6.69","-4.99","2.65","-6.59","-0.36","1.05","-14.06","-0.34","0.45","-7.85","-2.09","3.69","-5.13","-0.92","2.26","-7.20","-0.43","0.46","-18.05","-1.56","1.9","-3.80","-0.14","0.65","-17.87","-7.9","4.4","-6.13","0.26","0.15","10.88","8.82","90.14","0.990","9.24","14.25","8.66","44.61","51.60","15.18","18.76","17.83","45.99"
"111","Charlie Coyle","BOS","C","82","1035.4","12.626829268293","-0.86","5.77","-2.69","-1.68","4.56","-3.61","-0.96","2.47","-2.93","-0.07","0.58","-7.23","0","0.37","-3.51","0.54","3.86","-2.87","1.12","2.14","-2.13","-0.17","0.17","-6.35","-0.77","2.3","-3.55","0.09","0.39","-8.75","0.51","6.98","-2.90","0.05","0.17","-6.25","9.76","92.01","1.018","10.95","14.2","14.55","44.45","42.95","17.91","18.14","25.96","40.82"
"375","Brock Boeser","VAN","R","81","1123.0166666667","13.864403292181","2.47","5.74","-1.52","0.96","5.37","-2.76","-0.21","2.18","-2.18","0.53","-0.19","6.58","0.08","0.4","-3.25","1.8","2.98","-1.39","-0.77","1.8","-5.76","0.08","-0.07","2.57","3.42","1.58","1.93","0.65","-0.13","17.74","5.58","4.77","0.34","-0.06","-0.04","-0.44","12.10","93.22","1.053","11.17","14.53","8.6","47.92","56.49","18.91","19.29","18.33","50.79"
"235","Dominik Kubalik","OTT","L","74","745.81666666667","10.078603603604","-14.28","5.69","-8.55","-9.4","2.79","-7.39","-8.03","1.33","-8.34","-1.67","0.67","-24.07","-0.74","0.27","-10.25","-9.3","2.61","-11.71","-4.2","1.4","-13.54","-1.03","-0.09","-21.23","-6.79","1.61","-10.47","-0.77","0.62","-30.95","-11.57","5.05","-8.45","-0.09","0.43","-16.60","5.42","88.60","0.940","9.01","12.95","6.52","56.39","58.03","16.89","17.86","15.45","52.24"
"50","Alex Pietrangelo","VGK","D","64","1095.4","17.115625","7.55","5.67","0.99","5.7","3.13","1.59","3.94","2.98","0.79","0.57","1.38","-7.99","0.22","0.41","-1.82","4.11","3.42","0.73","2.04","1.3","1.60","0.28","0.77","-10.33","2.76","2.83","0.15","0.23","0.62","-8.63","8.69","2.32","3.25","0.17","0.2","3.16","9.27","89.54","0.988","10.08","12.93","8.54","39","54.12","21.58","18.68","18.24","54.20"
"67","Tyler Johnson","CHI","C","67","812.18333333333","12.122139303483","-4.06","5.66","-4.08","-2","4.56","-3.69","-3.14","3.64","-5.71","-1.05","-0.2","-13.37","-0.11","0.33","-3.88","-3.23","3.33","-5.95","-0.89","1.75","-5.42","-0.35","0.12","-9.78","-3.12","2.1","-6.24","-0.77","-0.05","-31.72","0.82","2.98","-0.90","-0.17","-0.41","-0.38","4.82","91.77","0.966","8.05","11.16","7.39","46.76","52.15","16.18","16.03","18.62","46.50"
"687","Jake Neighbours","STL","L","77","961.55","12.487662337662","-3.31","5.56","-3.70","-2.83","3.18","-3.51","-2.16","2.85","-4.13","0.12","0.27","-1.30","-0.05","0.32","-3.20","-0.71","2.44","-2.72","0.59","0.35","0.80","0.48","0.17","6.48","-1.74","2.78","-5.27","-0.63","0.16","-21.76","-2.57","1.95","-2.32","0.16","0","8.65","8.96","92.00","1.010","9.36","11.67","7.43","45.99","55.76","16.97","17.41","16.6","50.56"
"301","William Nylander","TOR","R","82","1166.7","14.228048780488","4.22","5.51","-0.59","1.97","4.34","-1.44","2.5","3.77","-1.32","-0.08","0.66","-6.96","0.26","0.23","0.14","3.96","2.27","1.25","1.8","1.6","0.03","-0.46","0.73","-19.66","2.88","0.9","2.13","0.48","-0.04","9.72","7.1","3.27","1.65","0.02","-0.06","2.87","9.02","90.17","0.992","10.95","13.68","6.89","43.1","61.38","21.6","20.37","16.35","56.91"
"205","Oskar Sundqvist","STL","C","71","731.45","10.302112676056","-9.8","5.48","-6.92","-7.46","1.4","-5.82","-5","1.74","-6.09","-1.06","-0.25","-11.30","-0.53","0.09","-6.87","-6.53","1.19","-8.15","-1.8","0.42","-5.53","-0.6","-0.54","-5.24","-6.31","1.02","-10.02","-0.77","0.63","-36.76","-11.11","7.95","-9.91","0.18","-0.23","18.41","6.01","92.96","0.990","7.05","13.04","12.39","46.02","36.29","12.3","17.55","21.66","36.23"
