"","Player","Team","Position","GP","TOI","TOI/GP","CF/60 Rel","CA/60 Rel","CF% Rel","FF/60 Rel","FA/60 Rel","FF% Rel","SF/60 Rel","SA/60 Rel","SF% Rel","GF/60 Rel","GA/60 Rel","GF% Rel","xGF/60 Rel","xGA/60 Rel","xGF% Rel","SCF/60 Rel","SCA/60 Rel","SCF% Rel","HDCF/60 Rel","HDCA/60 Rel","HDCF% Rel","HDGF/60 Rel","HDGA/60 Rel","HDGF% Rel","MDCF/60 Rel","MDCA/60 Rel","MDCF% Rel","MDGF/60 Rel","MDGA/60 Rel","MDGF% Rel","LDCF/60 Rel","LDCA/60 Rel","LDCF% Rel","LDGF/60 Rel","LDGA/60 Rel","LDGF% Rel","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"24","Kyle Okposo","BUF, FLA","R","67","744.48333333333","11.111691542289","-1.35","-1.03","-0.11","-2.84","-1.92","-0.50","-1.87","-0.52","-1.11","-0.86","-0.92","1.37","-0.11","0","-1.11","-0.88","-0.44","-0.41","1.12","0.38","1.69","-0.44","-0.11","-10.22","-2.66","-1.09","-1.86","-0.6","-0.49","3.79","-4.35","1.45","-2.94","0.04","-0.65","39.37","6.52","93.71","1.002","11.28","12.98","9.75","42.96","53.64","17.73","16.68","18.05","49.55"
"106","Calle Jarnkrok","TOR","C","52","615.83333333333","11.842948717949","-0.83","-1.03","0.10","2.1","-0.32","1.38","3.62","-0.5","3.32","0.68","-0.36","9.69","0.31","0.12","1.70","-2.04","-2.19","0.26","0.02","-0.35","0.81","0.69","-0.16","13.06","-2.74","-2.45","-0.21","-0.03","-0.39","12.50","2.23","2.1","-0.05","0.03","0.13","-2.86","9.68","92.28","1.020","10.52","12.28","6.33","49.59","62.43","19.68","16.76","17.83","52.47"
"682","Connor Zary","CGY","C","63","809.25","12.845238095238","1.96","-1.05","1.22","1.37","-0.8","1.25","0.83","1.31","-0.48","0.71","-0.56","12.13","-0.05","-0.24","1.96","-0.65","-0.45","-0.17","0.18","0.03","0.34","0.8","-0.34","19.63","-1.11","-0.65","-0.48","-0.17","-0.21","0.51","2.72","-5.62","4.16","0.05","-0.2","9.04","10.29","92.84","1.031","11.42","12.46","4.6","49.82","71.30","21.43","18.24","12.23","63.66"
"239","Connor Clifton","BUF","D","79","1119.6166666667","14.172362869198","-6.5","-1.07","-2.35","-4.18","-0.49","-2.22","-3.02","-0.22","-2.39","0.03","-0.16","2.01","-0.26","0.08","-3.41","-3.22","-0.33","-2.77","-0.06","-0.27","0.42","0.01","0.06","-0.91","-4.22","-0.08","-4.87","0.33","-0.38","15.63","-9.58","-1.12","-4.36","-0.3","0.09","-15.81","9.32","91.83","1.011","6.38","11.41","7.77","50.21","45.08","13.56","15.86","14.84","47.74"
"372","Travis Konecny","PHI","R","76","1079.2666666667","14.200877192982","14.85","-1.07","6.11","8.5","0.94","3.88","6.7","1.34","3.77","1.09","0.25","8.19","0.33","0.21","0.91","6.43","2.01","3.67","0.94","0.76","0.12","0.06","0.28","-3.48","7.32","1.66","6.26","0.75","0.15","13.22","17.82","-3.6","9.54","0.67","-0.19","32.94","8.69","89.21","0.979","12.01","14.45","7.51","42.36","61.54","24.79","20.46","15.45","61.60"
"463","Alexander Nylander","CBJ, PIT","L","28","384.5","13.732142857143","8.27","-1.09","3.60","5.47","-0.46","3.28","3.32","3.48","0.24","1.17","0.49","6.78","0.68","0.1","5.45","5.66","0.89","4.17","2.4","-0.27","6.30","0.74","-0.18","18.49","4.35","1.54","2.69","0.16","1.12","-23.81","9.28","-5.84","6.80","0.45","-0.25","20.39","9.95","91.74","1.017","11.55","12.48","8.43","40.42","57.81","20.75","16.7","18.88","52.36"
"338","Gustav Forsling","FLA","D","79","1349.2333333333","17.078902953586","8.55","-1.13","3.60","4.93","-0.63","3.00","3.27","0.45","2.06","0.99","-0.62","17.61","0.36","-0.04","3.48","5.38","-0.36","4.77","2.72","-0.56","6.76","0.57","-0.69","28.00","3.55","0.27","3.33","0.19","0.17","-1.12","3.02","1.25","0.56","0.43","-0.08","16.00","8.96","94.42","1.034","7.34","12.67","7.47","45.14","49.55","18.28","18.86","18.14","50.18"
"328","Mark Friedman","VAN","D","23","273.8","11.904347826087","-3.77","-1.14","-1.11","-0.78","-3.19","1.57","-3.05","-2.47","-0.48","0.07","-0.36","5.31","0.15","-0.22","3.79","-0.28","-1.01","0.80","0.96","-1.97","7.26","0","-0.73","21.02","-1.64","1.28","-3.40","0.29","-0.39","19.30","-6.62","-4.19","-1.33","-0.21","0.95","-42.50","10.34","92.98","1.033","8.11","12.49","4.82","64.43","62.71","19.07","18.63","11.61","62.14"
"595","Kirill Marchenko","CBJ","R","78","1019.8666666667","13.075213675214","0.97","-1.16","0.85","-1.64","-1.31","-0.29","-0.12","-1.68","1.17","0.28","-1.14","13.48","-0.19","0.05","-2.34","-0.57","-0.45","-0.17","-1.34","0.04","-3.54","-0.05","-0.38","6.29","1.03","-0.66","1.84","0.06","-0.78","18.24","0.76","-0.76","0.73","0.41","-0.26","24.23","10.06","93.58","1.036","10.71","15.18","8.59","40.77","55.49","19.47","19.83","16.47","54.17"
"131","Nino Niederreiter","WPG","R","77","980.71666666667","12.73658008658","4.02","-1.18","2.15","1.51","-0.89","1.39","-0.1","-0.39","0.26","-0.46","-0.52","2.86","0.39","-0.35","7.16","3.23","-2.02","4.90","1.92","-1.34","7.17","-0.04","-0.35","7.78","1.74","-0.91","3.21","-0.53","-0.18","-6.61","-4.37","6.86","-5.57","-0.03","-0.05","2.38","7.51","94.79","1.023","7.89","17.5","10.65","40.81","42.57","12.91","23.25","20.98","38.09"
"698","Tim Stützle","OTT","C","75","1183.2333333333","15.776444444444","7.59","-1.18","3.54","4.74","0.96","2.10","3.58","2.54","0.79","0.49","0.62","-0.49","0.29","0.22","0.68","3.41","1.34","1.96","0.6","1.59","-2.08","0.07","-0.11","2.91","3.74","-0.34","4.72","0.89","0.39","12.47","6.01","-2.2","3.94","-0.36","0.63","-37.01","8.98","89.18","0.982","8.42","10.9","7.25","46.8","53.72","17.19","16.28","16.63","50.82"
"373","Dylan Strome","WSH","C","82","1157.35","14.114024390244","13.63","-1.22","6.48","10.4","-0.5","6.86","5.98","-0.3","5.94","0.51","0.36","2.42","0.93","0.02","8.92","8.14","-0.3","7.76","4.25","0.18","8.92","0.27","-0.01","5.28","5.18","-0.64","6.92","0.39","0.3","4.67","15.16","-10.18","13.15","-0.06","0.21","-11.07","8.50","90.13","0.986","11.56","12.49","5.75","45.47","66.77","22.4","16.59","12.44","64.29"
"664","Joel Kiviranta","COL","L","56","476.41666666667","8.5074404761905","-13.77","-1.25","-5.46","-10.32","-1.53","-5.49","-5.97","-1.16","-4.18","-1.03","-0.39","-5.35","-0.47","-0.19","-2.91","-6.84","-1.81","-4.58","-2.51","-1.42","-2.29","-0.78","-0.01","-15.58","-5.78","-0.52","-6.27","-0.1","-0.67","27.16","-16.05","2.09","-9.64","-0.24","0.18","-15.97","8.33","92.63","1.010","6.05","14.61","10.7","61.46","36.09","10.58","19.52","18.77","36.05"
"542","Sebastian Aho","NYI","D","58","845.73333333333","14.581609195402","-2.02","-1.26","-0.38","-0.02","-0.37","0.19","1.54","-0.43","1.66","-0.67","-0.16","-6.28","0.36","0.18","1.57","0.97","1.45","-0.35","2.17","0.88","2.49","-0.32","0.04","-8.34","-1.6","0.76","-2.81","-0.04","-0.75","22.02","0.02","-10.8","5.29","-0.48","0.51","-40.48","5.87","92.72","0.986","9.79","12.49","4.82","53.21","66.99","21.07","17.1","11","65.71"
"103","Radko Gudas","ANA","D","66","1056.85","16.012878787879","4.39","-1.27","2.57","3.02","-3.15","3.76","0.53","-3.13","3.13","0.74","-0.85","15.81","0.03","-0.53","5.61","-0.56","-1.39","0.64","-0.42","-1.65","2.41","0.52","-0.51","18.11","-0.19","0.34","-0.65","0.31","-0.6","21.09","0.38","-0.61","0.50","-0.02","0.14","-8.33","9.75","91.73","1.015","3.92","12.6","8.74","46.84","30.94","12.66","17.66","19.19","39.75"
"614","Reese Johnson","CHI","C","42","402.65","9.5869047619048","1.91","-1.28","1.39","2.83","-0.27","1.99","1.81","0.26","1.48","-0.43","1.18","-11.88","0.01","0","0.13","0.45","0.96","-0.28","1.08","0.7","1.41","-0.55","0.46","-18.19","-0.84","0.34","-1.47","-0.14","0.26","-9.47","-2.85","-1.41","-0.86","0.33","0.76","2.27","5.41","86.05","0.915","5.22","10.58","4.92","50.81","51.47","9.83","16.69","14.6","40.24"
"278","Josh Morrissey","WPG","D","81","1605.35","19.819135802469","5.55","-1.3","2.86","6.83","0.78","3.36","5.11","1.37","2.98","0.76","-0.1","8.09","0.46","0.14","2.91","4.84","0.27","4.16","1.79","1.31","0.94","0.73","-0.01","12.06","4.07","-1.38","6.62","0.6","-0.07","14.70","8.69","-3.48","5.91","-0.61","-0.06","-32.50","9.34","94.06","1.034","10.58","10.54","7.29","43.43","59.21","24.26","17.45","15.88","60.43"
"717","Alexander Barabanov","S.J","L","46","616.76666666667","13.407971014493","0.44","-1.3","0.67","-0.59","-0.6","-0.08","-2.16","-0.63","-1.60","-0.56","0.7","-12.20","-0.06","0.11","-1.47","0.26","0.34","0.00","1.04","-1.59","5.42","-0.1","0.53","-10.37","-1.04","2.57","-3.66","-0.51","0.63","-22.70","1.95","-4.35","2.89","-0.11","-0.43","11.54","5.91","89.05","0.950","6.52","12.06","7.78","45.82","45.58","15.95","17.32","17.32","47.95"
"165","Mika Zibanejad","NYR","C","81","1060.3666666667","13.090946502058","1.58","-1.32","1.21","1.34","-0.36","0.98","1.29","-0.1","1.16","0.12","-0.38","5.15","0.08","-0.08","1.54","-0.55","-0.05","-0.46","1.17","-0.26","3.17","-0.11","-0.16","0.35","-2.29","0.28","-2.98","0.51","0.16","6.44","7.1","2.54","2.11","-0.22","-0.49","28.47","8.50","92.43","1.009","13.24","16.52","10.02","42.38","56.93","22.35","21.62","18.5","54.71"
"21","Brad Marchand","BOS","L","82","1051.4333333333","12.822357723577","5.19","-1.33","2.87","2.27","1.19","0.74","0.82","2.22","-1.11","0.26","0.45","-2.80","0.1","0.13","-0.28","3.49","0.68","2.59","0.95","0.32","1.31","-0.28","0.07","-6.07","3.39","0.48","3.55","-0.03","0.47","-14.18","5.92","-2.85","4.70","0.82","0.04","27.69","10.18","92.27","1.024","12.55","12.21","11.24","46.62","52.76","20.89","15.58","21.11","49.73"
"322","Ryan Donato","CHI","C","78","915","11.730769230769","0.78","-1.33","0.88","3.04","-0.02","2.05","2.98","-0.11","2.90","0.55","-0.19","8.50","0.1","0.03","0.90","0.69","-0.06","0.78","0.98","0.22","2.19","0.25","-0.4","12.21","-0.38","-0.37","-0.13","0.44","0.26","7.56","-2.59","-2.2","-0.50","-0.04","0.02","-3.11","7.82","91.18","0.990","5.7","10.3","5.44","47.8","51.18","13.05","16.72","15.61","45.54"
"678","Drew O'Connor","PIT","L","79","1068.3833333333","13.523839662447","-0.45","-1.35","0.38","0.7","-0.54","0.68","0.78","-1.02","1.47","-0.08","-0.23","1.62","0.18","0.3","-1.19","-0.21","1.51","-1.50","1.32","1.03","0.37","-0.22","-0.08","-2.97","-2.05","0.65","-2.96","0.2","-0.24","12.90","-0.91","-6.33","2.76","-0.01","0.08","-3.27","8.57","91.88","1.004","8.48","13.76","6.8","50.15","55.51","15.89","19.21","16.17","49.56"
"246","Mattias Janmark","EDM","C","71","706.91666666667","9.9565727699531","-13.76","-1.39","-5.04","-10.4","-1.37","-5.11","-7.3","-1.1","-4.98","-1.15","-0.37","-7.20","-0.98","-0.26","-5.62","-9.39","-3.88","-3.94","-4.12","-1.01","-4.98","-0.53","-0.03","-7.57","-7.03","-3.83","-3.25","-0.67","-0.19","-20.72","-10.24","1.07","-5.80","-0.17","-0.28","18.24","7.32","92.38","0.997","7.72","15.45","8.49","47.62","47.64","12.73","21.39","16.47","43.60"
"69","Marcus Johansson","MIN","L","78","1016.0333333333","13.026068376068","1.56","-1.41","1.29","1.82","-1.03","1.75","1.79","-0.99","2.48","-0.62","-0.21","-4.67","0.01","-0.09","1.21","1.73","-0.75","2.42","0","-0.94","2.50","-0.76","0.01","-17.27","2.31","0.25","2.44","0.22","-0.27","11.98","0.74","-1.88","1.27","-0.04","-0.02","-1.14","6.98","91.22","0.982","8.68","13.46","8.15","37.62","51.58","17.13","18.96","17.48","49.49"
"340","Rourke Chartier","OTT","C","37","322.55","8.7175675675676","-13.31","-1.42","-5.18","-12.65","-2.32","-6.30","-9.6","-1.36","-7.24","-1.75","-0.93","-9.95","-0.7","-0.29","-4.32","-5.1","-3.41","-1.89","-1.1","-1.18","0.41","-1.13","-0.37","-15.70","-5.33","-2.97","-3.75","-0.87","-0.48","-14.67","-19.04","-0.51","-9.70","0.05","-0.28","19.61","6.25","92.47","0.987","7.07","15.25","8.18","64.18","46.34","13.77","21.21","15.25","47.44"
"222","Brett Kulak","EDM","D","82","1162.2","14.173170731707","-8.36","-1.43","-2.61","-7.61","-3.16","-2.12","-5.07","-2.6","-1.51","-0.81","-0.04","-7.03","-0.54","-0.33","-0.84","-5.3","-2.25","-1.97","-1.45","-0.95","-0.11","-0.26","-0.26","1.35","-5.14","-1.73","-3.54","-0.59","0.34","-26.29","-8.03","0.1","-3.91","-0.15","-0.04","-3.03","7.94","90.89","0.988","7.69","12.91","7.33","43.42","51.20","16.93","19.72","16.78","50.23"
"464","Filip Hronek","VAN","D","81","1506.85","18.603086419753","7.64","-1.44","3.94","3.06","2.47","0.28","2.22","2.43","-0.21","0.82","0.21","4.29","0.37","0.42","-0.81","4.29","1.87","1.92","0.52","3.4","-6.83","0.6","0.39","0.05","5.02","-2.05","8.74","0.22","-0.01","5.61","12.82","-5.15","9.16","0.08","-0.24","16.32","11.90","92.26","1.042","9.36","10.91","6.41","42.57","59.34","21.58","16.84","15.17","58.72"
"525","Ian Mitchell","BOS","D","13","185.16666666667","14.24358974359","2.57","-1.45","1.73","-0.91","-5.62","2.46","1.12","-2.44","2.96","1.07","-1.34","24.68","-0.29","-0.26","-0.92","-0.26","-0.17","-0.11","-1.34","0.98","-5.38","0.28","-0.74","20.45","1.43","-1.53","3.53","0.8","-1.05","41.54","2.63","-12.54","7.00","0.27","0.27","0.00","13.10","95.74","1.088","5.51","15.88","5.83","60.92","48.57","14.91","21.06","14.91","50.00"
"747","Simon Edvinsson","DET","D","16","265.45","16.590625","2.29","-1.45","1.64","2.42","-3.13","3.33","2.04","-0.17","2.00","0.71","-0.07","7.45","0.26","-0.06","3.46","5.27","-1.99","6.99","2.25","-1","8.70","0.35","-0.09","8.65","4.02","-1.33","6.04","0.61","-0.28","18.06","1.58","2.15","-0.17","-0.15","0.33","-21.43","10.32","90.23","1.005","7.46","10.17","7.23","52.21","50.77","15.82","15.82","18.08","46.67"
"355","Colin White","MTL, PIT","C","28","245.33333333333","8.7619047619048","-9.52","-1.47","-3.69","-9.45","-4.06","-3.77","-7.25","-5.02","-2.50","-1.57","-0.76","-15.12","-0.62","-0.5","-1.89","-5.32","-2.74","-2.81","-2.26","-0.87","-3.44","-0.65","0.06","-19.68","-4.08","-2.49","-2.39","-0.79","-0.72","-1.28","-12.69","-2.6","-5.95","-0.47","-0.39","-54.55","4.40","92.23","0.966","5.63","13.45","8.07","54.05","41.07","11.74","18.59","17.61","40.00"
"20","Ryan Reaves","TOR","R","49","392.86666666667","8.0176870748299","-11.04","-1.5","-4.18","-9.8","-4.27","-3.42","-7.97","-4.82","-2.55","-1.54","0.83","-23.54","-0.76","-0.33","-4.13","-8.48","-1.67","-6.47","-4.06","-1.31","-5.86","-0.59","0.25","-13.86","-5.89","-0.48","-6.81","-0.99","0.35","-43.41","-9.23","-3.51","-3.00","-0.29","0.46","-27.78","6.41","85.71","0.921","7.48","12.37","7.79","57.88","49.00","12.52","17.26","15.43","44.81"
"583","Kevin Bahl","N.J","D","82","1241.55","15.140853658537","-10.68","-1.54","-3.83","-4.95","-2.46","-1.45","-4.45","-0.97","-3.03","0.45","0.41","0.48","-0.34","-0.37","0.57","-4.07","-1.65","-2.16","-1.59","-1.55","0.00","0.86","0.28","8.66","-3.3","-0.13","-3.71","-0.13","-0.09","-1.18","-11.24","-1.63","-4.65","-0.46","0.29","-36.90","11.25","89.17","1.004","6.04","14.59","8.94","52.43","40.32","14.3","21.02","18.27","43.92"
"45","Max Pacioretty","WSH","L","47","571.26666666667","12.154609929078","-0.94","-1.58","0.21","0.86","-2.72","2.18","1.47","-2.28","3.54","-0.1","0.64","-6.76","0.07","-0.03","0.93","1.39","0.96","0.43","1.08","0.81","0.64","0.64","0.36","4.59","0.42","0.2","0.27","-0.53","0.63","-34.76","-1.56","-5.35","1.65","-0.49","-0.28","-40.00","8.33","88.19","0.965","9.03","12.08","6.09","54.2","59.72","17.22","16.8","13.34","56.36"
"715","Marat Khusnutdinov","MIN","C","16","179.45","11.215625","-7.15","-1.59","-2.77","-4.15","-2.45","-1.23","-2.74","-4.77","1.87","-1.09","-0.32","-11.02","-0.37","0.36","-9.04","-6.48","-0.57","-6.79","-3.31","1.55","-13.56","-0.49","0.08","-14.67","-4.23","-2.83","-2.28","-1.16","-0.46","-56.25","1.21","-1.14","1.19","0.41","-0.08","16.67","5.33","91.78","0.971","6.69","9.36","11.37","41.13","37.04","15.38","17.39","17.72","46.46"
"507","Elias Pettersson","VAN","C","82","1089.9","13.291463414634","2.68","-1.62","1.90","1.81","-0.9","1.68","0.89","-0.67","1.45","1.15","0.7","1.36","0.07","0.06","-0.02","2.43","0.23","1.92","1.53","0.56","1.70","1","0.44","4.09","1.2","-0.45","2.05","0.01","0.47","-12.35","3.91","-2.01","3.05","0.2","-0.12","14.29","13.35","90.15","1.035","10.51","11.23","7.93","51.91","57.01","19.1","16.52","16.63","53.47"
"732","Matty Beniers","SEA","C","77","1094.7","14.216883116883","-3.18","-1.65","-0.60","-2.16","0.57","-1.65","0.01","-0.31","0.28","-0.25","-0.27","0.25","-0.07","0.06","-1.35","-1.5","-1.08","-0.30","-0.6","0.03","-1.53","-0.52","-0.1","-11.53","-1.2","-1.47","0.53","0.1","-0.23","9.72","-0.75","1.92","-1.29","0.29","-0.01","10.16","7.00","92.93","0.999","11.4","12.66","8.33","41.98","57.78","19.46","16.72","18.14","51.75"
"731","Kent Johnson","CBJ","C","42","460.38333333333","10.961507936508","-4.39","-1.66","-1.19","-2.79","-2.4","-0.30","-1.09","-0.85","-0.27","0.16","-0.5","6.33","-0.24","-0.31","0.56","-5.63","-2.84","-3.04","-2.49","-1.92","-1.98","0.17","-0.64","17.56","-4.19","-1.22","-3.72","-0.19","0.28","-8.98","1.36","0.28","0.53","0.2","-0.1","11.69","9.72","92.34","1.021","10.95","12.25","7.69","46.92","58.74","19.94","16.55","15.38","56.46"
"400","Austin Czarnik","DET","C","34","275.43333333333","8.1009803921569","-6.5","-1.71","-2.39","-5.32","-1.22","-2.91","-2.16","0.65","-2.57","-1.06","-0.41","-7.89","-0.51","-0.42","-1.93","-5.59","-4.23","-2.57","-1.05","-1.85","1.25","-0.75","-0.36","-12.38","-6.05","-3.17","-4.88","-0.88","-0.53","-17.95","-4.93","0.38","-2.84","0.5","0.5","-6.02","7.02","92.52","0.995","9.8","11.98","9.8","55.11","50.00","15.03","16.56","18.73","44.52"
"52","Luke Schenn","NSH","D","63","846.95","13.443650793651","-0.78","-1.74","0.44","-2.1","-0.41","-0.91","-0.67","-0.64","0.01","-1.04","-0.22","-8.79","-0.37","-0.08","-2.49","-0.21","-1.85","1.56","-0.9","0.97","-4.11","-0.43","-0.3","-1.47","0.92","-3.76","5.32","-0.27","-0.12","-4.68","-2.41","-2.58","0.19","-0.55","0.28","-41.11","5.84","92.49","0.983","7.16","12.96","6.73","52.99","51.53","17.99","20.47","15.23","54.16"
"141","Ondrej Palat","N.J","L","71","929.85","13.096478873239","7.49","-1.74","3.72","5.55","-1.7","4.13","2.87","-1.79","3.91","0.02","-0.72","6.94","0.49","-0.21","6.22","4.41","-1.86","5.59","1.97","-0.55","5.34","0.05","-0.18","3.74","3.25","-1.75","5.78","0.15","-0.51","16.23","2.97","0.48","1.11","-0.21","-0.23","-3.68","8.08","91.65","0.997","10.9","17.04","10","49.04","52.16","17.36","20.65","18","49.09"
"733","William Eklund","S.J","L","80","1125.1333333333","14.064166666667","2.31","-1.76","1.70","1.31","-3.1","2.44","0.38","-1.05","1.14","0.21","0.07","2.10","0.06","-0.15","1.86","-0.09","-2.96","2.11","1.08","-1.55","5.56","0.27","-0.1","8.12","-1.56","-1.88","-0.30","-0.34","-0.12","-8.74","2.58","2.6","0.25","0.28","0.38","4.23","7.55","89.61","0.972","6.29","11.57","9.44","44.74","40.00","16.16","17.44","21.12","43.35"
"767","Adam Fantilli","CBJ","C","49","613.91666666667","12.528911564626","-4.76","-1.77","-1.37","-4.77","2.17","-4.11","-2.72","2.51","-4.35","-0.21","1.72","-14.47","-0.12","0.1","-2.03","-2.52","-0.59","-1.93","-2.13","0.18","-5.78","-0.5","0.85","-22.87","-0.52","-1.02","0.45","0.07","0.84","-10.33","-1.05","-5.15","1.88","0.35","0.35","0.00","9.63","87.28","0.969","11.53","10.56","4.79","46.23","70.66","21.99","15.34","13.58","61.81"
"318","Marcus Pettersson","PIT","D","82","1556.4166666667","18.980691056911","3.16","-1.79","1.97","3.08","-0.77","2.11","2.72","-1.37","3.26","1.04","-0.05","9.79","0.12","0","1.05","2.91","-1.19","3.47","0.9","-0.3","2.44","0.79","0.1","13.07","2.69","-1.18","4.19","0.62","-0.3","24.11","2.41","2.35","-0.03","-0.31","0.14","-13.37","10.02","91.08","1.011","7.02","12.84","8.17","39.28","46.19","19.12","21.59","20.01","48.87"
"631","Trevor Zegras","ANA","C","31","416.9","13.448387096774","4.06","-1.81","2.61","4.77","0","3.00","3.76","1.31","2.29","0.12","0.12","0.00","0.74","0.08","6.85","5.03","-0.16","5.42","4.26","-0.2","10.74","0.09","0.09","0.00","1.04","0.06","1.38","-0.22","0.16","-8.33","-2.84","-6.56","1.48","0.28","-0.13","25.00","7.73","92.56","1.003","7.48","10.36","6.48","44.04","53.61","16.84","13.96","13.82","54.93"
"64","Matt Martin","NYI","L","57","523.46666666667","9.1836257309942","-17.51","-1.82","-7.52","-12.45","-3.56","-6.00","-9.36","-4.06","-5.39","-0.64","-0.9","5.43","-0.74","-0.16","-6.18","-8.95","-3.41","-6.24","-3.2","-1.14","-4.95","-0.26","-0.58","13.68","-7.66","-3.03","-7.26","-0.65","-0.2","-15.83","-17.58","3.8","-11.56","0.15","-0.25","15.13","8.90","94.94","1.038","8.02","13.87","9.86","56.74","44.87","13.18","18.34","18.68","41.37"
"760","Juraj Slafkovsky","MTL","L","82","1175.5833333333","14.336382113821","5.44","-1.82","3.12","6.09","1.31","3.06","4.43","0.52","3.59","0.37","0.28","0.92","0.45","0.05","3.86","4.38","2.16","2.49","0.97","0.37","1.50","0.24","-0.21","8.56","4.54","2.38","3.27","0.14","0.62","-8.54","6.53","-5.06","5.99","0","0.04","-2.12","9.08","91.40","1.005","11.38","13.07","7.66","37.1","59.79","18.68","18.48","16.49","53.12"
"393","Joel Eriksson Ek","MIN","C","77","996.08333333333","12.936147186147","6.98","-1.85","3.76","6.38","-0.89","4.34","6.1","-2.03","7.13","1.37","-0.01","12.75","0.59","-0.03","6.45","4.58","-0.79","5.08","2.43","-0.61","7.34","0.3","-0.26","11.44","2.86","-0.25","3.63","1.17","-0.08","24.54","6.07","1.19","2.49","0.27","0.44","-0.14","10.75","90.50","1.013","11.63","16.38","10.6","34.15","52.30","20.6","22.89","20.36","50.29"
"78","Oliver Ekman-Larsson","FLA","D","80","1130.8833333333","14.136041666667","-1.47","-1.93","0.36","-0.77","-0.85","0.12","-0.13","-1.93","1.71","0.25","0.31","-1.37","0.05","0.1","-0.59","-0.35","0.13","-0.42","-0.16","1.24","-3.26","0.05","0.05","0.00","-0.25","-1.48","1.83","-0.06","0.37","-12.96","0.74","-1.44","1.10","0.39","-0.03","12.18","8.13","91.68","0.998","10.29","14.06","6.47","50.51","61.39","21.38","21.22","15.7","57.65"
"216","Teddy Blueger","VAN","C","68","831.18333333333","12.223284313725","-0.79","-1.93","0.57","1.28","-2.67","2.53","2","-0.67","2.44","-0.42","0.22","-6.41","0.41","-0.21","5.98","1.86","-0.56","2.22","2.85","-0.78","7.18","-0.37","-0.02","-5.38","-1.31","0.29","-2.01","0.37","-0.02","9.09","-7.65","-1.25","-3.38","-0.47","0.38","-43.30","8.54","91.11","0.997","6.64","14.58","9.31","54.07","41.63","13.43","20.72","19.13","41.24"
"236","Kyle Burroughs","S.J","D","73","1259.75","17.256849315068","3.68","-1.95","2.40","3.97","-1.25","3.22","3.54","-1.34","4.38","0.19","0.51","-0.86","0.32","-0.04","3.83","2.88","0.53","2.55","1.23","-0.2","3.50","-0.17","0.38","-8.83","2.2","0.98","1.90","0.42","0.01","10.57","-2.52","-1.29","-0.78","0.07","0.17","-0.53","6.94","88.39","0.953","3","11.86","9.86","46.29","23.33","14.62","18.05","21.67","40.29"
"622","Nico Sturm","S.J","C","63","741.76666666667","11.774074074074","-0.67","-1.95","0.40","-1.49","-1.83","-0.07","0.13","-1.84","1.47","-0.07","0.05","-1.27","-0.21","-0.19","-0.89","-0.01","1.07","-0.78","0.16","0.05","0.32","-0.25","0.11","-8.17","-0.22","1.36","-1.53","0","0.09","-1.67","3.98","-1.62","2.73","0.25","-0.19","15.38","7.05","89.58","0.966","6.63","12.78","13.43","49.91","33.06","16.91","18.85","26.21","39.21"
"61","Adam Henrique","ANA, EDM","C","82","997.66666666667","12.166666666667","-2.72","-1.96","-0.40","-3.67","0.29","-2.46","-3.21","-0.83","-2.17","0.55","-0.54","10.88","-0.22","0.08","-2.98","-1.14","-1.05","-0.17","0.11","0.12","-0.02","0.54","-0.06","9.68","-1.67","-1.56","-0.27","0.13","-0.75","24.62","-2.42","1.89","-2.24","-0.14","0.12","-13.64","10.45","92.40","1.029","8.48","14.79","10.04","42.64","45.78","16.72","19.85","21.23","44.06"
"241","Jonny Brodzinski","NYR","C","57","576.28333333333","10.110233918129","-3.21","-1.96","-0.55","-1.72","-3.4","0.99","0.21","-2.97","2.75","-0.24","0.12","-3.49","-0.22","-0.29","0.55","-5.99","-3.19","-2.94","-1.9","-0.69","-3.08","0.63","0.2","8.70","-5.46","-3.33","-2.77","-0.74","-0.37","-16.38","2.82","3.8","-0.53","-0.46","0.29","-27.14","8.04","89.77","0.978","9.37","12.7","9.27","52.37","50.28","16.76","18.32","18.43","47.63"
"515","Morgan Frost","PHI","C","71","880.75","12.404929577465","-2.4","-2","-0.11","0.36","-0.24","0.35","0.49","-0.11","0.49","0.04","-1.12","11.95","0.1","-0.15","2.58","1.09","-2.86","3.78","-0.03","-1.31","3.18","0.08","-0.23","5.82","1.49","-2.07","4.25","-0.2","-0.82","17.63","-0.91","-2.49","0.83","0.17","-0.4","24.16","7.73","92.73","1.005","12.06","13.49","4.77","51.3","71.66","22.21","19.28","11.44","65.99"
"714","Wyatt Kaiser","CHI","D","32","479.4","14.98125","-4.45","-2","-1.38","-3.72","-0.79","-2.11","-4.44","-0.03","-4.23","-0.04","-0.58","4.64","-0.03","-0.33","2.47","-2.28","-0.63","-1.96","-0.42","-3.43","5.33","0.28","-0.52","14.58","-2.48","3.73","-7.03","-0.38","0.09","-11.69","-5.81","-4.97","-0.99","-0.05","-0.18","2.08","9.04","92.37","1.014","4.51","8.76","6.51","52.44","40.91","15.39","16.02","15.39","50.00"
