"Player","Season","Team","Position","GP","TOI","Opp #","TOI/GP","TOI%","RAPM_C±/60","RAPM_xG±/60","GAR±/60","xGAR±/60","RAPM_CF/60","RAPM_CA/60","RAPM_xGF/60","RAPM_xGA/60","Off_GAR/60","Def_GAR/60","Off_xGAR/60","Def_xGAR/60"
"Jansen Harkins","25-26","ANA","C",33,320.2,396,14.04,28.01,0.16,0.003,0.17,0.16,0.11,-0.05,-0.002,-0.006,0.15,0.02,0.14,0.02
"Jared Davidson","25-26","MTL","C",10,86.97,166,13.72,27.38,0.22,0.012,0.18,0.21,0.18,-0.03,0.013,0,0.16,0.02,0.19,0.01
"Jared McCann","25-26","SEA","L",35,450.38,443,14.64,29.1,0.36,0.021,0.21,0.21,0.33,-0.03,0.017,-0.004,0.19,0.03,0.18,0.03
"Jared Spurgeon","25-26","MIN","D",60,978.72,619,14.48,28.95,0.5,0.018,0.19,0.2,0.39,-0.11,0.02,0.002,0.18,0.01,0.19,0.01
"Jason Dickinson","25-26","CHI","C",45,596.28,527,14.78,29.56,0.61,0.031,0.25,0.24,0.52,-0.09,0.03,-0.001,0.23,0.02,0.22,0.02
"Jason Robertson","25-26","DAL","L",59,913.77,628,14.63,29.28,0.54,0.017,0.21,0.2,0.4,-0.14,0.016,0,0.19,0.01,0.19,0.02
"Jason Zucker","25-26","BUF","L",41,500.45,481,14.35,28.75,0.58,0.018,0.19,0.2,0.46,-0.12,0.015,-0.004,0.17,0.02,0.18,0.02
"Jayden Struble","25-26","MTL","D",40,550.72,515,14.07,28.11,0.36,0.016,0.17,0.17,0.12,-0.23,0.003,-0.013,0.13,0.03,0.14,0.03
"Jean-Gabriel Pageau","25-26","NYI","C",52,635.27,583,14.43,28.73,0.43,0.018,0.21,0.2,0.39,-0.04,0.018,-0.001,0.18,0.02,0.18,0.02
"Jeff Malott","25-26","L.A","L",42,377.95,481,14,27.89,0.06,0.011,0.17,0.17,0.02,-0.04,0.004,-0.007,0.14,0.03,0.14,0.03
"Jeff Petry","25-26","FLA","D",57,757.4,592,13.74,27.5,0.3,0.012,0.17,0.15,0.11,-0.18,-0.001,-0.013,0.13,0.03,0.12,0.03
"Jeff Skinner","25-26","S.J","L",32,334.62,409,14.18,28.17,0.37,0.012,0.17,0.15,0.33,-0.04,0.006,-0.007,0.14,0.03,0.13,0.02
"Jeffrey Viel","25-26","ANA","L",11,143.67,165,14.59,28.87,0.12,-0.001,0.17,0.18,0.31,0.19,0.009,0.01,0.17,-0.01,0.17,0
"Jeffrey Viel","25-26","BOS","L",10,93.97,148,14.01,27.97,-0.08,-0.002,0.15,0.16,0.22,0.29,0.001,0.003,0.15,0,0.15,0.01
"Jeremy Lauzon","25-26","VGK","D",45,717.7,530,14.3,28.66,0.44,0.009,0.18,0.17,0.42,-0.03,0.007,-0.001,0.17,0.01,0.16,0.01
"Jesper Boqvist","25-26","FLA","C",51,508.55,576,13.96,27.92,0.49,0.014,0.18,0.17,0.28,-0.21,0.006,-0.008,0.15,0.03,0.14,0.03
"Jesper Bratt","25-26","N.J","L",60,852.3,612,14.65,29.27,0.77,0.03,0.24,0.24,0.49,-0.28,0.024,-0.007,0.21,0.03,0.21,0.03
"Jesperi Kotkaniemi","25-26","CAR","C",36,378.43,473,13.49,27.06,0.04,-0.002,0.13,0.12,0.04,0,-0.013,-0.011,0.1,0.03,0.1,0.03
"Jimmy Snuggerud","25-26","STL","R",47,639,550,14.51,28.9,0.38,0.02,0.2,0.2,0.25,-0.13,0.014,-0.005,0.18,0.02,0.18,0.02
"Jiri Kulich","25-26","BUF","C",12,170.55,184,14.44,28.99,0.52,0.02,0.26,0.23,0.68,0.16,0.018,-0.003,0.23,0.03,0.21,0.02
"Jj Peterka","25-26","UTA","R",59,822.97,623,14.47,28.97,0.34,0.012,0.2,0.19,0.26,-0.08,0.007,-0.005,0.18,0.02,0.17,0.02
"Joe Veleno","25-26","MTL","C",49,515.28,550,13.92,27.83,0.25,0.012,0.17,0.16,0.12,-0.13,0.001,-0.011,0.13,0.04,0.13,0.03
"Joel Armia","25-26","L.A","R",53,621.23,586,14.44,28.88,0.34,0.016,0.21,0.2,0.28,-0.06,0.015,-0.001,0.19,0.02,0.18,0.02
"Joel Edmundson","25-26","L.A","D",59,903.88,608,14.41,28.79,0.3,0.013,0.2,0.19,0.24,-0.06,0.012,-0.002,0.18,0.02,0.17,0.02
"Joel Eriksson Ek","25-26","MIN","C",54,726.88,585,14.86,29.73,0.76,0.026,0.22,0.24,0.59,-0.17,0.031,0.005,0.22,0,0.23,0.01
"Joel Farabee","25-26","CGY","L",58,773.32,614,14.4,28.71,0.06,0.006,0.19,0.18,0.12,0.06,0.007,0.001,0.18,0.01,0.16,0.01
"Joel Hanley","25-26","CGY","D",55,732.37,610,13.96,27.8,0.04,0.009,0.17,0.16,0.04,0,0.003,-0.006,0.14,0.03,0.14,0.03
"Joel Kiviranta","25-26","COL","L",30,260.58,378,13.88,27.81,-0.05,0.006,0.15,0.16,-0.02,0.02,-0.001,-0.006,0.12,0.03,0.14,0.02
"Joel Nystrom","25-26","CAR","D",37,515.78,482,13.99,27.92,0.08,0.006,0.16,0.15,0.1,0.02,-0.002,-0.008,0.13,0.03,0.12,0.03
"John Beecher","25-26","BOS","C",6,53.53,89,13.83,27.96,1.76,0.057,0.28,0.24,1.28,-0.48,0.047,-0.01,0.26,0.02,0.22,0.02
"John Beecher","25-26","CGY","C",21,170.72,320,13.66,27.36,0.12,0.004,0.16,0.17,0.06,-0.06,-0.003,-0.007,0.13,0.03,0.14,0.03
"John Carlson","25-26","WSH","D",55,929.03,593,14.49,28.96,0.48,0.016,0.18,0.2,0.34,-0.14,0.013,-0.003,0.16,0.02,0.17,0.02
"John Klingberg","25-26","S.J","D",43,738.5,461,14.54,28.96,0.49,0.015,0.18,0.18,0.4,-0.09,0.011,-0.004,0.16,0.02,0.16,0.02
"John Leonard","25-26","DET","L",9,95.47,143,14.01,28.09,0.81,0.035,0.24,0.25,0.62,-0.19,0.037,0.003,0.22,0.02,0.24,0.02
"John Marino","25-26","UTA","D",59,1069.27,624,14.45,28.93,0.39,0.014,0.2,0.2,0.34,-0.04,0.011,-0.003,0.18,0.02,0.18,0.02
"John Tavares","25-26","TOR","C",60,865.93,631,14.51,29.01,0.59,0.024,0.21,0.2,0.43,-0.16,0.018,-0.006,0.18,0.03,0.17,0.03
"Johnathan Kovacevic","25-26","N.J","D",13,200.57,219,14.69,29.24,0.73,0.025,0.22,0.22,0.5,-0.23,0.025,-0.001,0.19,0.03,0.2,0.02
"Jonah Gadjovich","25-26","FLA","L",10,79.02,163,13.59,27.05,-0.14,0,0.12,0.1,-0.22,-0.08,-0.02,-0.02,0.07,0.05,0.06,0.04
"Jonas Brodin","25-26","MIN","D",42,793.2,472,14.63,29.2,0.58,0.019,0.2,0.2,0.45,-0.13,0.022,0.003,0.19,0.01,0.19,0.01
"Jonas Siegenthaler","25-26","N.J","D",60,1065.28,613,14.42,28.8,0.62,0.024,0.22,0.22,0.45,-0.17,0.022,-0.002,0.2,0.02,0.2,0.02
"Jonatan Berggren","25-26","DET","R",15,164.37,212,14.12,28.01,0.04,0.003,0.15,0.16,0.05,0.01,0,-0.003,0.13,0.02,0.14,0.02
"Jonatan Berggren","25-26","STL","R",22,286.92,303,14.38,28.76,0.79,0.032,0.22,0.22,0.37,-0.42,0.014,-0.018,0.17,0.05,0.18,0.04
"Jonathan Aspirot","25-26","BOS","D",39,600.22,507,14.44,28.75,0.23,0.009,0.16,0.17,0.16,-0.07,0.005,-0.004,0.14,0.02,0.15,0.02
"Jonathan Drouin","25-26","NYI","L",53,727.77,567,14.78,29.44,0.48,0.021,0.21,0.22,0.39,-0.09,0.019,-0.002,0.19,0.03,0.2,0.02
"Jonathan Huberdeau","25-26","CGY","L",50,682.12,595,14.45,28.83,0.16,0.01,0.2,0.19,0.2,0.04,0.012,0.002,0.19,0.01,0.18,0.01
"Jonathan Lekkerimaki","25-26","VAN","R",13,127.23,215,14.06,28.07,0.53,0.026,0.24,0.21,0.54,0.02,0.015,-0.011,0.2,0.04,0.17,0.03
"Jonathan Marchessault","25-26","NSH","R",40,530.02,504,14.34,28.74,0.61,0.029,0.22,0.2,0.45,-0.16,0.017,-0.012,0.19,0.03,0.17,0.03
"Jonathan Toews","25-26","WPG","C",58,731.05,612,14.13,28.23,0.23,0.01,0.18,0.17,0.21,-0.02,0.008,-0.002,0.16,0.02,0.15,0.02
"Jonny Brodzinski","25-26","NYR","C",39,408.87,452,13.9,27.8,0.85,0.034,0.23,0.22,0.5,-0.34,0.023,-0.011,0.18,0.04,0.18,0.04
"Joona Koppanen","25-26","PIT","L",10,105.37,162,14.03,27.87,-0.11,0.005,0.15,0.13,0.11,0.22,0.01,0.005,0.13,0.02,0.13,0
"Jordan Eberle","25-26","SEA","R",57,854.65,579,14.64,29.22,0.23,0.014,0.2,0.21,0.23,0,0.015,0,0.19,0.02,0.19,0.02
"Jordan Greenway","25-26","BUF","L",33,347.88,468,14.24,28.54,0.37,0.013,0.19,0.18,0.28,-0.1,0.015,0.003,0.17,0.02,0.17,0.01
"Jordan Harris","25-26","BOS","D",5,68.17,90,13.96,28.3,0.97,0.034,0.14,0.2,0.58,-0.39,0.024,-0.01,0.14,0.01,0.18,0.03
"Jordan Kyrou","25-26","STL","R",49,656.28,583,14.51,28.91,0.47,0.015,0.2,0.2,0.28,-0.19,0.008,-0.007,0.18,0.02,0.17,0.02
"Jordan Martinook","25-26","CAR","L",56,686.87,608,14.59,29.15,0.47,0.02,0.21,0.21,0.41,-0.07,0.015,-0.004,0.19,0.02,0.19,0.02
"Jordan Spence","25-26","OTT","D",50,804.33,578,14.14,28.19,0.29,0.008,0.18,0.16,0.19,-0.1,-0.001,-0.009,0.14,0.03,0.13,0.03
"Jordan Staal","25-26","CAR","C",56,716.6,610,14.6,29.22,0.53,0.022,0.21,0.21,0.45,-0.08,0.017,-0.005,0.19,0.02,0.19,0.02
"Josh Anderson","25-26","MTL","R",53,606.1,575,14.19,28.34,0.37,0.023,0.21,0.2,0.26,-0.11,0.014,-0.009,0.18,0.04,0.17,0.03
"Josh Doan","25-26","BUF","R",60,763.77,601,14.45,28.92,0.63,0.021,0.2,0.21,0.42,-0.22,0.017,-0.005,0.17,0.03,0.18,0.03
"Josh Dunne","25-26","BUF","C",30,280.52,403,13.95,27.91,0.55,0.019,0.17,0.18,0.4,-0.15,0.011,-0.009,0.14,0.03,0.15,0.03
"Josh Mahura","25-26","SEA","D",21,291.95,334,14.1,28.18,-0.09,0.004,0.16,0.17,0.05,0.15,0.002,-0.002,0.15,0.01,0.16,0.01
"Josh Manson","25-26","COL","D",58,910.13,593,14.36,28.74,0.37,0.013,0.19,0.19,0.29,-0.08,0.01,-0.003,0.17,0.02,0.17,0.02
"Josh Morrissey","25-26","WPG","D",56,1110.82,605,14.59,29.13,0.52,0.023,0.21,0.21,0.34,-0.17,0.017,-0.006,0.18,0.03,0.19,0.03
"Josh Norris","25-26","BUF","C",22,266.2,303,14.61,29.3,0.47,0.014,0.18,0.19,0.2,-0.26,0.002,-0.013,0.14,0.04,0.15,0.04
"Juho Lammikko","25-26","N.J","C",24,235.02,353,13.81,27.68,0.47,0.016,0.19,0.19,0.35,-0.12,0.014,-0.002,0.17,0.02,0.17,0.02
"Juraj Slafkovsky","25-26","MTL","L",59,835.47,599,14.73,29.45,0.47,0.02,0.22,0.21,0.33,-0.15,0.016,-0.004,0.2,0.02,0.19,0.02
"Justin Barron","25-26","NSH","D",32,420.87,453,14.1,28.16,0.22,0.011,0.17,0.17,0.09,-0.13,0.002,-0.009,0.15,0.02,0.14,0.03
"Justin Brazeau","25-26","PIT","R",44,513.97,511,14.27,28.49,0.21,0.004,0.18,0.17,0.22,0,0.003,-0.001,0.16,0.02,0.15,0.02
"Justin Faulk","25-26","STL","D",59,1070.02,608,14.37,28.69,0.37,0.012,0.18,0.18,0.23,-0.13,0.008,-0.004,0.17,0.02,0.17,0.02
"Justin Hryckowian","25-26","DAL","C",58,625.2,626,14.05,28.13,0.16,0.005,0.16,0.17,0.19,0.03,0.009,0.003,0.15,0.01,0.16,0.01
"Justin Kirkland","25-26","CGY","C",20,163.35,325,13.82,27.53,-0.02,0.001,0.16,0.14,0.08,0.1,0.005,0.004,0.14,0.01,0.12,0.02
"Justin Sourdif","25-26","WSH","R",58,768.97,599,14.51,28.92,0.39,0.01,0.17,0.18,0.37,-0.01,0.013,0.004,0.16,0.01,0.17,0.01
"Juuso Parssinen","25-26","NYR","C",14,124.07,251,13.96,27.71,-0.12,-0.005,0.14,0.14,0.03,0.15,0,0.005,0.13,0.01,0.14,0
"K'Andre Miller","25-26","CAR","D",51,977.9,587,14.62,29.31,0.45,0.021,0.2,0.2,0.41,-0.04,0.02,-0.001,0.18,0.02,0.19,0.02
"Kaapo Kakko","25-26","SEA","R",42,527.53,511,14.41,28.73,0.32,0.013,0.19,0.18,0.32,0,0.011,-0.002,0.16,0.03,0.15,0.02
"Kaedan Korczak","25-26","VGK","D",59,948.62,597,14.21,28.45,0.34,0.008,0.18,0.17,0.3,-0.05,0.005,-0.003,0.16,0.02,0.15,0.02
"Kaiden Guhle","25-26","MTL","D",19,326.78,278,14.68,29.3,0.21,0.009,0.24,0.2,0.35,0.14,0.014,0.004,0.23,0.01,0.19,0.01
"Kailer Yamamoto","25-26","UTA","R",37,399.37,503,14.04,28.16,0.18,0.011,0.19,0.19,0.19,0,0.005,-0.006,0.16,0.03,0.17,0.02
"Kasperi Kapanen","25-26","EDM","R",20,272.43,282,14.43,28.85,0.1,-0.009,0.15,0.13,0.22,0.12,-0.001,0.009,0.13,0.01,0.12,0.01
"Keegan Kolesar","25-26","VGK","R",59,644.95,597,14.01,28.05,0.21,0.003,0.17,0.15,0.2,-0.01,0,-0.003,0.15,0.02,0.14,0.02
"Kent Johnson","25-26","CBJ","C",56,651.73,609,14.33,28.62,0.41,0.018,0.21,0.2,0.41,-0.01,0.016,-0.002,0.19,0.02,0.18,0.02
"Kevin Bahl","25-26","CGY","D",57,1064.22,615,14.69,29.28,0.23,0.013,0.21,0.21,0.25,0.02,0.017,0.004,0.2,0.01,0.2,0.01
"Kevin Fiala","25-26","L.A","L",56,851.37,598,14.43,28.85,0.31,0.015,0.2,0.19,0.26,-0.05,0.013,-0.001,0.18,0.02,0.17,0.02
"Kevin Hayes","25-26","PIT","R",24,265.98,346,14.23,28.4,0.13,0.012,0.2,0.2,0.13,0,0.011,-0.001,0.19,0.02,0.18,0.01
"Kevin Stenlund","25-26","UTA","C",58,635.5,621,14.01,28.06,0.18,0.007,0.18,0.17,0.22,0.04,0.003,-0.004,0.16,0.02,0.15,0.02
"Kiefer Sherwood","25-26","VAN","L",44,564.42,565,14.25,28.51,0.08,0.007,0.18,0.17,0.17,0.1,0.008,0.001,0.17,0.01,0.16,0.01
"Kirby Dach","25-26","MTL","C",25,318.22,384,14.46,28.85,0.25,0.012,0.23,0.18,0.21,-0.04,0.003,-0.009,0.19,0.04,0.16,0.03
"Kirill Kaprizov","25-26","MIN","L",60,1058.1,617,14.65,29.28,0.61,0.022,0.2,0.21,0.43,-0.18,0.02,-0.002,0.18,0.02,0.19,0.02
"Kirill Marchenko","25-26","CBJ","R",52,798.08,618,14.6,29.16,0.79,0.031,0.22,0.22,0.47,-0.33,0.019,-0.012,0.19,0.03,0.18,0.04
"Konsta Helenius","25-26","BUF","C",9,105.22,144,13.99,27.92,0.35,0.023,0.22,0.22,0.28,-0.07,0.018,-0.005,0.19,0.03,0.2,0.02
"Kris Letang","25-26","PIT","D",52,963,569,14.5,28.91,0.27,0.007,0.18,0.18,0.29,0.02,0.009,0.002,0.17,0.01,0.16,0.01
"Kurtis MacDermid","25-26","OTT","L",16,63.65,184,12.99,26.23,0.11,-0.01,0.12,0.08,0.29,0.18,-0.007,0.004,0.11,0.01,0.07,0.01
"Kyle Capobianco","25-26","DAL","D",31,364.08,422,13.71,27.46,-0.25,-0.008,0.12,0.12,-0.24,0.02,-0.013,-0.004,0.1,0.02,0.1,0.02
"Kyle Connor","25-26","WPG","L",58,946.7,611,14.8,29.58,0.62,0.026,0.21,0.22,0.4,-0.22,0.018,-0.008,0.18,0.03,0.19,0.03
"Kyle MacLean","25-26","NYI","C",44,455.42,510,13.77,27.5,0.37,0.015,0.17,0.16,0.24,-0.13,0.008,-0.008,0.14,0.03,0.13,0.03
"Kyle Palmieri","25-26","NYI","C",25,319.58,370,14.53,29.01,0.51,0.022,0.23,0.22,0.31,-0.2,0.011,-0.011,0.19,0.04,0.19,0.03
"Landon Slaggert","25-26","CHI","L",31,309.75,427,14.18,28.32,0.29,0.018,0.18,0.18,0.26,-0.02,0.019,0.001,0.16,0.02,0.17,0.02
"Lane Hutson","25-26","MTL","D",59,1154.05,602,14.38,28.74,0.38,0.016,0.2,0.18,0.25,-0.14,0.009,-0.007,0.17,0.03,0.16,0.03
"Lars Eller","25-26","OTT","C",45,457.15,560,13.66,27.31,0.12,-0.001,0.16,0.13,0.08,-0.04,-0.007,-0.005,0.13,0.03,0.11,0.03
"Lawson Crouse","25-26","UTA","L",58,710.5,621,14.51,29.06,0.47,0.014,0.21,0.21,0.4,-0.07,0.011,-0.003,0.19,0.02,0.19,0.02
"Lenni Hameenaho","25-26","N.J","R",12,144.38,216,14.37,28.63,0.08,-0.001,0.19,0.17,0.12,0.04,0.006,0.008,0.18,0.01,0.17,0
"Leo Carlsson","25-26","ANA","C",46,655.72,556,14.72,29.42,0.74,0.027,0.23,0.23,0.5,-0.24,0.02,-0.007,0.2,0.03,0.2,0.03
"Leon Draisaitl","25-26","EDM","C",58,989.05,622,14.7,29.37,0.29,0.008,0.19,0.19,0.3,0.01,0.009,0.001,0.18,0.02,0.18,0.01
"Liam O'Brien","25-26","UTA","C",32,285.03,441,13.88,27.74,0.22,0.005,0.15,0.15,0.27,0.04,0.003,-0.002,0.14,0.01,0.13,0.01
"Liam Ohgren","25-26","MIN","L",18,168.28,306,13.95,27.78,0.48,0.023,0.17,0.19,0.27,-0.22,0.013,-0.01,0.13,0.04,0.16,0.03
"Liam Ohgren","25-26","VAN","L",28,341.05,375,14.32,28.47,-0.16,-0.002,0.18,0.18,0.04,0.21,0.006,0.008,0.18,0.01,0.18,0
"Lian Bichsel","25-26","DAL","D",28,408.78,394,14.24,28.51,0.32,0.011,0.15,0.16,0.27,-0.05,0.014,0.002,0.15,0.01,0.15,0.01
"Linus Karlsson","25-26","VAN","C",56,538.48,633,14.08,28.12,0.12,0.01,0.2,0.19,0.15,0.03,0.008,-0.002,0.18,0.02,0.17,0.02
"Logan Cooley","25-26","UTA","C",31,431.2,398,14.57,29.21,0.4,0.024,0.24,0.23,0.37,-0.03,0.019,-0.005,0.21,0.03,0.21,0.02
"Logan Mailloux","25-26","STL","D",44,607.72,514,13.94,27.9,0.36,0.014,0.16,0.16,0.13,-0.23,0.004,-0.01,0.14,0.02,0.14,0.02
"Logan Stankoven","25-26","CAR","C",59,793.93,619,14.17,28.37,0.19,0.011,0.18,0.17,0.14,-0.05,0.003,-0.008,0.15,0.03,0.14,0.03
"Logan Stanley","25-26","WPG","D",57,880.33,594,14.09,28.17,0.2,0.01,0.16,0.15,0.2,0.01,0.008,-0.002,0.14,0.02,0.14,0.02
"Louis Crevier","25-26","CHI","D",56,804.27,629,14.75,29.43,0.51,0.025,0.24,0.23,0.47,-0.04,0.026,0.001,0.22,0.02,0.21,0.02
"Luca Del Bel Belluz","25-26","CBJ","C",13,112.58,216,13.81,27.47,-0.08,-0.004,0.11,0.15,0.13,0.22,0.003,0.007,0.11,0,0.15,0
"Lucas Raymond","25-26","DET","L",58,831.47,582,14.88,29.71,0.69,0.021,0.23,0.24,0.51,-0.18,0.023,0.002,0.22,0.01,0.22,0.02
"Lukas Reichel","25-26","VAN","L",14,175.25,252,14.23,28.43,0.52,0.021,0.19,0.2,0.41,-0.11,0.018,-0.003,0.17,0.02,0.19,0.01
"Luke Evangelista","25-26","NSH","R",58,805.68,592,14.67,29.33,0.44,0.02,0.21,0.2,0.4,-0.04,0.022,0.001,0.2,0.01,0.19,0.01
"Luke Glendening","25-26","N.J","C",52,428.92,579,13.66,27.3,0.28,0.015,0.19,0.17,0.18,-0.09,0.007,-0.009,0.16,0.03,0.14,0.03
"Luke Hughes","25-26","N.J","D",50,964.6,574,14.38,28.75,0.59,0.022,0.22,0.22,0.42,-0.17,0.02,-0.002,0.2,0.02,0.2,0.02
"Luke Kunin","25-26","FLA","C",44,328.95,504,13.53,27.04,0.22,0.013,0.16,0.14,0.07,-0.15,-0.004,-0.017,0.11,0.05,0.1,0.04
"Luke Schenn","25-26","WPG","D",44,528.55,551,13.92,27.81,0.13,0.008,0.16,0.15,0.08,-0.06,0.002,-0.006,0.13,0.03,0.13,0.02
"Mackenzie MacEachern","25-26","VAN","L",8,80.77,142,13.53,27.21,0.59,0.035,0.19,0.18,0.32,-0.27,0.021,-0.014,0.14,0.05,0.14,0.03
"MacKenzie Weegar","25-26","CGY","D",58,1075.48,615,14.47,28.84,0.17,0.009,0.2,0.19,0.19,0.02,0.009,0,0.18,0.02,0.18,0.02
"Mackie Samoskevich","25-26","FLA","R",57,676.13,605,14.05,28.1,0.39,0.012,0.19,0.17,0.28,-0.11,0.009,-0.003,0.18,0.01,0.16,0.02
"Macklin Celebrini","25-26","S.J","C",57,923.97,556,14.76,29.4,0.8,0.029,0.21,0.21,0.58,-0.22,0.02,-0.009,0.18,0.03,0.18,0.03
"Marat Khusnutdinov","25-26","BOS","C",54,665.57,589,14.5,28.96,0.45,0.019,0.18,0.19,0.22,-0.23,0.011,-0.007,0.16,0.03,0.16,0.03
"Marc Gatcomb","25-26","NYI","C",31,315.78,421,13.75,27.4,0.16,0.002,0.12,0.13,0.12,-0.04,0,-0.002,0.1,0.02,0.12,0.02
"Marco Kasper","25-26","DET","C",59,715.5,609,14.31,28.6,0.5,0.017,0.21,0.2,0.37,-0.12,0.011,-0.005,0.18,0.03,0.18,0.03
"Marco Rossi","25-26","MIN","C",17,249.22,291,14.59,29.23,0.47,0.012,0.18,0.18,0.3,-0.17,0.015,0.003,0.17,0.01,0.17,0.01
"Marco Rossi","25-26","VAN","C",10,146.53,146,14.5,28.86,-0.44,-0.022,0.14,0.15,-0.35,0.09,-0.023,-0.001,0.11,0.03,0.14,0.01
"Marcus Foligno","25-26","MIN","L",48,536.8,556,14.17,28.27,0.39,0.015,0.17,0.17,0.32,-0.07,0.015,0,0.15,0.02,0.16,0.01
"Marcus Johansson","25-26","MIN","L",55,738.62,591,14.75,29.51,0.59,0.017,0.2,0.21,0.49,-0.1,0.024,0.008,0.2,0,0.21,0
"Marcus Pettersson","25-26","VAN","D",59,1057.42,641,14.57,29.07,0.23,0.015,0.21,0.21,0.29,0.06,0.019,0.004,0.2,0.01,0.2,0.01
"Mario Ferraro","25-26","S.J","D",57,970.65,555,14.59,29.09,0.53,0.02,0.2,0.19,0.5,-0.03,0.019,-0.001,0.18,0.02,0.18,0.02
"Mark Jankowski","25-26","CAR","L",47,461.47,579,13.5,27.05,0.05,0.003,0.12,0.13,0.07,0.02,-0.008,-0.011,0.09,0.03,0.1,0.03
"Mark Kastelic","25-26","BOS","C",59,635.35,620,13.99,27.98,0.19,0.006,0.15,0.15,0.14,-0.04,0.003,-0.003,0.14,0.01,0.14,0.01
"Mark Scheifele","25-26","WPG","C",58,980.05,611,14.79,29.56,0.63,0.026,0.21,0.22,0.41,-0.22,0.018,-0.008,0.18,0.03,0.19,0.03
"Mark Stone","25-26","VGK","R",42,596.02,475,14.74,29.44,0.28,0.008,0.21,0.2,0.28,-0.01,0.008,0,0.19,0.02,0.18,0.02
"Marshall Warren","25-26","NYI","D",8,89.52,144,13.82,27.59,0.04,-0.016,0.12,0.12,-0.05,-0.1,-0.021,-0.005,0.09,0.03,0.09,0.03
"Martin Fehervary","25-26","WSH","D",61,966.48,626,14.52,28.98,0.36,0.014,0.18,0.2,0.32,-0.04,0.015,0,0.17,0.02,0.18,0.02
"Martin Necas","25-26","COL","C",55,898.63,573,14.8,29.61,0.67,0.023,0.21,0.22,0.45,-0.22,0.017,-0.006,0.19,0.02,0.19,0.03
"Martin Pospisil","25-26","CGY","C",9,89.03,146,13.88,27.7,-0.03,0.022,0.22,0.22,0.32,0.35,0.022,0,0.19,0.03,0.2,0.02
"Mason Appleton","25-26","DET","C",50,600.12,570,14.07,28.14,0.4,0.014,0.2,0.2,0.32,-0.07,0.01,-0.004,0.18,0.02,0.18,0.02
"Mason Lohrei","25-26","BOS","D",54,813.05,613,14.1,28.19,0.21,0.011,0.17,0.17,0.13,-0.08,0.003,-0.008,0.15,0.02,0.15,0.02
"Mason Marchment","25-26","CBJ","L",16,249.4,242,14.42,28.8,0.82,0.023,0.22,0.2,0.29,-0.53,0.005,-0.018,0.17,0.05,0.15,0.05
"Mason Marchment","25-26","SEA","L",29,431.02,419,14.54,29,0.1,0.013,0.21,0.21,0.1,0,0.008,-0.004,0.18,0.03,0.19,0.02
"Mason McTavish","25-26","ANA","C",53,724.27,572,14.44,28.82,0.35,0.01,0.19,0.19,0.24,-0.1,0.007,-0.004,0.17,0.02,0.16,0.02
"Mathew Barzal","25-26","NYI","C",59,963.63,596,14.8,29.53,0.62,0.026,0.23,0.24,0.47,-0.15,0.021,-0.005,0.2,0.03,0.21,0.02
"Mathieu Joseph","25-26","STL","R",39,449.87,498,13.97,27.94,-0.03,-0.005,0.14,0.15,0.02,0.05,-0.004,0.001,0.14,0,0.15,0
"Mathieu Olivier","25-26","CBJ","R",45,589.42,538,14.5,28.95,0.33,0.016,0.2,0.19,0.32,-0.01,0.018,0.002,0.19,0.01,0.18,0.01
"Matias MacCelli","25-26","TOR","L",49,620.32,576,14.44,28.86,0.57,0.025,0.22,0.2,0.39,-0.18,0.015,-0.01,0.18,0.04,0.17,0.03
"Mats Zuccarello","25-26","MIN","R",40,589.3,441,14.64,29.25,0.53,0.018,0.19,0.2,0.43,-0.1,0.019,0.001,0.18,0.01,0.18,0.02
"Matt Boldy","25-26","MIN","L",56,811.75,577,14.87,29.73,0.77,0.026,0.22,0.23,0.59,-0.19,0.031,0.005,0.21,0,0.23,0.01
"Matt Coronato","25-26","CGY","R",57,750.2,596,14.61,29.13,0.31,0.011,0.2,0.19,0.28,-0.03,0.013,0.003,0.18,0.01,0.18,0.01
"Matt Duchene","25-26","DAL","C",34,475.6,441,14.3,28.63,0.45,0.02,0.21,0.2,0.35,-0.1,0.016,-0.004,0.18,0.03,0.17,0.02
"Matt Dumba","25-26","PIT","D",11,161.75,184,14.24,28.23,-0.04,0.021,0.21,0.2,0.09,0.13,0.014,-0.007,0.17,0.03,0.18,0.02
"Matt Grzelcyk","25-26","CHI","D",59,913.9,637,14.23,28.42,0.3,0.015,0.19,0.18,0.25,-0.05,0.007,-0.008,0.16,0.03,0.15,0.03
"Matt Kiersted","25-26","MIN","D",4,50.5,71,14.06,28.06,0.99,0.063,0.26,0.26,0.78,-0.21,0.044,-0.019,0.21,0.05,0.23,0.03
"Matt Rempe","25-26","NYR","C",26,213.93,313,13.64,27.29,0.24,0.006,0.16,0.15,0.14,-0.1,0.007,0.001,0.15,0.01,0.14,0.02
"Matt Roy","25-26","WSH","D",59,1054.75,619,14.48,28.92,0.45,0.015,0.18,0.19,0.32,-0.12,0.012,-0.003,0.16,0.02,0.17,0.02
"Matt Savoie","25-26","EDM","C",61,711.73,632,14.33,28.6,0.01,-0.001,0.18,0.16,0.16,0.15,0.001,0.002,0.17,0.02,0.15,0.01
"Matthew Kessel","25-26","STL","D",23,269.25,352,13.86,27.55,0.4,0.013,0.16,0.17,0.12,-0.29,-0.004,-0.017,0.12,0.04,0.13,0.04
