"Player","Season","Team","Position","GP","TOI","TM #","TOI/GP","TOI%","RAPM_C±/60","RAPM_xG±/60","GAR±/60","xGAR±/60","RAPM_CF/60","RAPM_CA/60","RAPM_xGF/60","RAPM_xGA/60","Off_GAR/60","Def_GAR/60","Off_xGAR/60","Def_xGAR/60"
"Kyle Palmieri","23-24","NYI","C",82,1094.27,25,15.45,30.33,0.14,0.027,0.19,0.2,0.75,0.61,0.025,-0.002,0.16,0.03,0.18,0.02
"Landon Slaggert","23-24","CHI","L",16,168,22,14.49,29.04,-1.63,-0.106,0.03,0.02,-1.25,0.37,-0.073,0.033,0.04,-0.01,0.02,0
"Lars Eller","23-24","PIT","C",82,990.5,33,14.08,28.5,0.8,0.035,0.15,0.15,0.77,-0.03,0.04,0.005,0.13,0.02,0.13,0.02
"Lawson Crouse","23-24","ARI","L",81,1027.07,34,14.58,29.56,0.13,0.029,0.21,0.24,0.06,-0.07,0.039,0.01,0.22,-0.01,0.22,0.01
"Leo Carlsson","23-24","ANA","C",55,832.37,32,15.12,31.24,-0.18,-0.03,0.16,0.13,-0.56,-0.38,-0.03,0,0.14,0.02,0.11,0.03
"Leon Draisaitl","23-24","EDM","C",81,1306.62,25,15.54,31.05,3.46,0.201,0.36,0.4,2.32,-1.14,0.189,-0.013,0.33,0.03,0.36,0.03
"Liam Foudy","23-24","NSH","C",12,119.8,23,13.93,28.56,0.07,0.051,0.12,0.16,0.05,-0.02,0.043,-0.009,0.14,-0.02,0.14,0.01
"Liam O'Brien","23-24","ARI","C",75,705.77,33,13.61,27.57,-0.73,-0.018,0.14,0.12,-0.04,0.69,0.018,0.036,0.2,-0.06,0.18,-0.06
"Liam Ohgren","23-24","MIN","L",4,53,20,14.3,29.07,-0.44,0.005,0.16,0.13,-0.75,-0.32,-0.06,-0.065,0.04,0.12,0.03,0.1
"Logan Cooley","23-24","ARI","C",82,1080.07,34,14.17,28.7,-0.1,0.003,0.18,0.16,0.15,0.26,0.018,0.014,0.2,-0.02,0.18,-0.01
"Logan Couture","23-24","S.J","C",6,80.92,21,15.04,29.83,-2.68,-0.129,-0.08,-0.03,-1.12,1.55,-0.038,0.091,0.04,-0.11,0.09,-0.12
"Logan O'Connor","23-24","COL","R",57,710.3,28,13.79,28.16,1.3,0.014,0.15,0.11,1.45,0.14,0.025,0.011,0.18,-0.03,0.13,-0.02
"Logan Stankoven","23-24","DAL","C",24,317.95,22,14.88,29.66,2.67,0.185,0.36,0.45,2.02,-0.65,0.116,-0.069,0.23,0.13,0.35,0.1
"Logan Stanley","23-24","WPG","D",25,314.62,26,13.24,26.66,1.22,0.046,0.21,0.26,0.62,-0.6,0.029,-0.017,0.17,0.04,0.22,0.04
"Louie Belpedio","23-24","PHI","D",12,150.18,19,12.88,26.14,0.99,0.018,0.15,0.09,0.81,-0.18,-0.019,-0.037,0.11,0.04,0.04,0.05
"Louis Crevier","23-24","CHI","D",24,347.35,28,13.28,26.63,-2.6,-0.129,-0.08,-0.09,-1.47,1.13,-0.069,0.06,0.01,-0.09,-0.01,-0.08
"Lucas Johansen","23-24","WSH","D",6,81.13,24,13.8,27.35,-0.94,-0.031,0.06,0.09,-0.49,0.44,-0.009,0.021,0.08,-0.02,0.12,-0.03
"Lucas Raymond","23-24","DET","L",82,1177.45,23,14.9,30.09,0.11,-0.038,0.23,0.2,0.36,0.25,-0.014,0.024,0.26,-0.03,0.2,0
"Lukas Reichel","23-24","CHI","L",65,790.58,34,14.4,28.98,-2.78,-0.153,-0.16,-0.17,-1.22,1.56,-0.068,0.085,-0.03,-0.13,-0.04,-0.13
"Lukas Rousek","23-24","BUF","R",15,156.8,27,14.17,28.46,-0.47,-0.091,0.07,0.01,-0.73,-0.25,-0.062,0.029,0.11,-0.05,0.05,-0.04
"Luke Evangelista","23-24","NSH","R",80,923.13,29,14.04,28.73,1.55,0.089,0.26,0.27,1.31,-0.24,0.076,-0.013,0.21,0.04,0.24,0.04
"Luke Glendening","23-24","T.B","C",81,747.67,31,13.34,26.81,0.77,-0.009,0.05,0.12,-0.14,-0.9,-0.045,-0.035,0.01,0.05,0.02,0.1
"Luke Hughes","23-24","N.J","D",82,1420.12,32,13.62,27.62,1.85,0.079,0.21,0.27,1.29,-0.56,0.085,0.006,0.25,-0.04,0.28,-0.01
"Luke Kunin","23-24","S.J","C",77,972.73,35,14.52,28.87,-2.05,-0.12,-0.07,-0.11,-0.69,1.36,-0.051,0.069,0,-0.08,-0.01,-0.09
"Luke Schenn","23-24","NSH","D",63,848.33,28,13.31,27.23,1.47,0.109,0.26,0.29,1.36,-0.1,0.09,-0.018,0.23,0.03,0.26,0.03
"Mackenzie Entwistle","23-24","CHI","R",67,714.33,34,14,28.14,-2.84,-0.149,-0.14,-0.19,-1.45,1.39,-0.072,0.076,-0.01,-0.13,-0.06,-0.12
"Mackenzie MacEachern","23-24","STL","L",8,62.48,20,13.39,26.87,-3.04,-0.125,-0.14,-0.14,-1.93,1.11,-0.073,0.052,-0.1,-0.03,-0.08,-0.06
"MacKenzie Weegar","23-24","CGY","D",82,1506.65,34,14.03,28.22,1.06,0.013,0.18,0.17,1.33,0.27,0.03,0.016,0.21,-0.03,0.19,-0.03
"Mackie Samoskevich","23-24","FLA","R",7,79.27,22,14.02,29.19,3.32,0.099,0.22,0.22,1.76,-1.56,0.034,-0.065,0.11,0.11,0.11,0.12
"Marat Khusnutdinov","23-24","MIN","C",16,179.38,22,13.93,28.4,-0.37,-0.007,0.09,0.14,-0.8,-0.43,-0.076,-0.069,-0.03,0.12,0.02,0.12
"Marc-Edouard Vlasic","23-24","S.J","D",57,830.23,35,13.64,27.1,-1.98,-0.131,-0.06,-0.1,-0.61,1.37,-0.046,0.085,0.04,-0.11,0.03,-0.13
"Marc Del Gaizo","23-24","NSH","D",9,133,24,12.96,26.58,0.04,0.035,0.19,0.12,0.21,0.18,0.041,0.006,0.21,-0.02,0.14,-0.02
"Marc Staal","23-24","PHI","D",35,441.32,26,13.18,26.7,0.96,0.044,0.15,0.15,0.89,-0.08,0.011,-0.033,0.11,0.04,0.09,0.06
"Marco Rossi","23-24","MIN","C",82,1173.73,32,14.95,30.6,0.12,0.035,0.29,0.22,-0.22,-0.34,-0.038,-0.073,0.15,0.14,0.1,0.12
"Marco Scandella","23-24","STL","D",65,735.37,28,12.64,25.31,-1.44,-0.073,0.07,0.01,-1.01,0.44,-0.031,0.042,0.16,-0.09,0.08,-0.07
"Marcus Foligno","23-24","MIN","L",55,637.7,31,14.18,29,-0.68,-0.03,0.12,0.08,-0.58,0.1,-0.076,-0.045,0.06,0.07,0.02,0.06
"Marcus Johansson","23-24","MIN","L",78,1042.38,31,14.81,30.3,0.19,0.028,0.28,0.2,-0.12,-0.31,-0.045,-0.072,0.15,0.13,0.09,0.11
"Marcus Pettersson","23-24","PIT","D",82,1588.23,33,14.59,29.51,2.09,0.059,0.23,0.23,1.99,-0.1,0.097,0.038,0.27,-0.03,0.26,-0.03
"Mario Ferraro","23-24","S.J","D",78,1485.4,34,13.8,27.44,-1.7,-0.108,-0.02,-0.04,-0.52,1.18,-0.034,0.074,0.06,-0.08,0.06,-0.1
"Mark Friedman","23-24","VAN","D",23,275.88,25,13.08,26.69,1.27,0.079,0.29,0.34,0.03,-1.24,0.019,-0.06,0.21,0.08,0.25,0.08
"Mark Giordano","23-24","TOR","D",46,631,26,13.72,27.22,0.62,0.065,0.25,0.27,0.81,0.19,0.07,0.005,0.27,-0.02,0.29,-0.02
"Mark Jankowski","23-24","NSH","C",32,357.12,27,13.95,28.53,1.76,0.101,0.24,0.27,1.57,-0.19,0.078,-0.023,0.19,0.05,0.23,0.04
"Mark Kastelic","23-24","OTT","C",63,474.65,29,13.27,26.97,-0.45,-0.035,0.05,0.07,-0.29,0.16,-0.062,-0.027,-0.01,0.06,0.03,0.04
"Mark Scheifele","23-24","WPG","C",74,1214.38,25,15.5,31.24,0.33,0.024,0.24,0.32,0.14,-0.18,0.024,0,0.24,0.01,0.31,0.01
"Mark Stone","23-24","VGK","R",56,753.23,30,14.84,29.68,-0.98,-0.009,0.21,0.15,0.35,1.33,0.004,0.013,0.21,0,0.16,0
"Martin Fehervary","23-24","WSH","D",66,1155.1,30,14.04,27.77,-0.29,0.012,0.14,0.14,0.25,0.54,0.023,0.01,0.13,0.01,0.15,-0.01
"Martin Necas","23-24","CAR","C",77,1131,26,14.19,28.56,3.81,0.097,0.19,0.23,1.91,-1.9,0.05,-0.047,0.14,0.05,0.16,0.08
"Martin Pospisil","23-24","CGY","C",63,769.07,33,15.08,30.29,0.73,0.007,0.28,0.25,1.19,0.46,0.019,0.012,0.27,0.01,0.26,-0.01
"Mason Appleton","23-24","WPG","C",82,1149.85,27,14.83,29.88,3.19,0.172,0.24,0.31,1.51,-1.68,0.093,-0.079,0.13,0.11,0.16,0.15
"Mason Lohrei","23-24","BOS","D",41,648,28,13.5,27.12,0.16,0.049,0.31,0.28,0.03,-0.13,0.039,-0.01,0.28,0.03,0.26,0.02
"Mason Marchment","23-24","DAL","L",81,1089.05,24,15.04,29.96,0.37,0.06,0.34,0.28,0.82,0.44,0.062,0.002,0.32,0.02,0.3,-0.02
"Mason McTavish","23-24","ANA","C",64,865.92,29,14.55,30.09,-1.73,-0.074,0.06,0.04,-0.93,0.8,-0.047,0.028,0.09,-0.02,0.08,-0.04
"Mason Morelli","23-24","VGK","L",9,92.1,24,13.78,27.35,-1.11,0.024,0.16,0.06,-0.47,0.64,-0.027,-0.051,0.03,0.14,-0.05,0.11
"Mason Shaw","23-24","MIN","C",20,161.85,24,12.93,26.38,-1.95,-0.029,0.08,0.02,-1.52,0.43,-0.093,-0.063,0,0.08,-0.04,0.06
"Mathew Barzal","23-24","NYI","C",80,1319.1,24,15.54,30.51,0.74,0.073,0.27,0.24,1.43,0.69,0.058,-0.014,0.22,0.05,0.22,0.03
"Mathieu Joseph","23-24","OTT","R",72,990.82,30,15.06,30.58,0.98,0.027,0.18,0.21,0.82,-0.16,0.019,-0.008,0.17,0.01,0.19,0.02
"Mathieu Olivier","23-24","CBJ","R",54,575.98,34,14.23,28.23,-0.32,-0.054,0.01,0.08,0.5,0.81,-0.007,0.046,0.08,-0.07,0.13,-0.05
"Matias MacCelli","23-24","ARI","L",82,1125.77,34,14.35,29.07,0.32,0.005,0.21,0.23,0.54,0.22,0.026,0.021,0.22,-0.02,0.24,-0.01
"Mats Zuccarello","23-24","MIN","R",69,987.85,30,15.31,31.35,0.69,0.048,0.29,0.31,0.29,-0.4,-0.018,-0.065,0.16,0.13,0.21,0.1
"Matt Benning","23-24","S.J","D",14,211.2,26,13.65,27.18,-2.12,-0.121,-0.08,-0.07,-0.59,1.54,-0.036,0.085,0.02,-0.1,0.06,-0.13
"Matt Boldy","23-24","MIN","L",75,1078.22,30,15.39,31.53,0.46,0.063,0.36,0.27,0.13,-0.34,-0.014,-0.077,0.23,0.13,0.15,0.11
"Matt Coronato","23-24","CGY","R",34,368.63,32,14.43,28.99,0.6,-0.01,0.09,0.23,0.73,0.14,0,0.01,0.1,0,0.22,0
"Matt Duchene","23-24","DAL","C",80,1118.15,23,15.05,29.99,1.27,0.08,0.35,0.37,1.02,-0.25,0.046,-0.034,0.29,0.06,0.31,0.06
"Matt Dumba","23-24","ARI","D",58,960.75,26,13.38,27.13,-0.32,-0.004,0.12,0.16,-0.14,0.18,0.011,0.016,0.16,-0.04,0.19,-0.03
"Matt Dumba","23-24","T.B","D",18,293.87,21,13.34,26.78,0.61,-0.025,0.17,0.19,0.02,-0.59,-0.052,-0.027,0.15,0.02,0.15,0.04
"Matt Grzelcyk","23-24","BOS","D",63,1035.67,30,13.88,27.9,0.36,0.061,0.32,0.32,0.12,-0.24,0.051,-0.01,0.29,0.02,0.3,0.03
"Matt Martin","23-24","NYI","L",57,523.38,24,13.94,27.37,-2.29,0.008,0.2,0.17,-1.64,0.65,-0.038,-0.046,0.1,0.1,0.08,0.08
"Matt Nieto","23-24","PIT","L",22,198.65,22,13.48,27.29,-1.03,-0.031,-0.02,-0.05,-0.43,0.6,-0.02,0.011,0.01,-0.03,0,-0.05
"Matt Rempe","23-24","NYR","C",17,93.93,22,13.22,26.47,-1.56,-0.067,0.02,-0.03,-1.05,0.52,-0.068,0,0.07,-0.04,-0.01,-0.03
"Matt Roy","23-24","L.A","D",81,1421.13,25,13.63,27.62,2.14,0.091,0.27,0.24,1.25,-0.89,0.05,-0.041,0.2,0.08,0.18,0.06
"Matthew Kessel","23-24","STL","D",39,627.37,26,13.55,27.14,-0.89,-0.051,0.05,0.09,-0.38,0.51,-0.009,0.042,0.1,-0.05,0.14,-0.06
"Matthew Knies","23-24","TOR","L",80,1007.52,28,15.53,30.76,1.87,0.088,0.34,0.37,1.44,-0.44,0.088,0,0.32,0.02,0.34,0.03
"Matthew Phillips","23-24","WSH","R",28,253.05,29,14.79,29.3,-0.92,-0.008,0.09,0.13,-0.46,0.45,0,0.008,0.08,0.01,0.15,-0.02
"Matthew Poitras","23-24","BOS","C",33,405.15,24,14.64,29.43,0.78,0.062,0.28,0.26,0.39,-0.39,0.043,-0.019,0.22,0.06,0.21,0.05
"Matthew Tkachuk","23-24","FLA","L",80,1077.97,26,14.8,30.8,3.82,0.112,0.23,0.28,2.56,-1.26,0.083,-0.029,0.2,0.03,0.22,0.06
"Mattias Ekholm","23-24","EDM","D",79,1402.83,25,15.13,30.23,4.11,0.245,0.5,0.51,2.31,-1.8,0.238,-0.007,0.46,0.04,0.47,0.04
"Mattias Janmark","23-24","EDM","C",71,707.58,25,13.72,27.45,2,0.098,0.1,0.22,0.68,-1.32,0.062,-0.036,0.04,0.06,0.14,0.08
"Mattias Samuelsson","23-24","BUF","D",41,710.63,27,14.28,28.64,1.56,-0.005,0.18,0.22,0.97,-0.6,0.01,0.015,0.19,-0.02,0.23,-0.01
"Matty Beniers","23-24","SEA","C",77,1133.65,30,14.97,29.72,1.82,0.054,0.24,0.18,1.22,-0.6,0.008,-0.046,0.15,0.09,0.11,0.07
"Max Domi","23-24","TOR","C",80,989.72,29,14.75,29.24,1.07,0.072,0.26,0.31,0.89,-0.17,0.072,-0.001,0.24,0.02,0.29,0.03
"Max Jones","23-24","ANA","L",52,576.35,28,13.82,28.59,-0.52,-0.019,0.08,0.09,-1.04,-0.52,-0.039,-0.02,0.03,0.05,0.04,0.05
"Max Pacioretty","23-24","WSH","L",47,572.65,27,14.55,28.8,-0.43,0.016,0.18,0.24,-0.28,0.15,0.003,-0.014,0.11,0.07,0.2,0.05
"Max Willman","23-24","N.J","C",18,149.52,26,13.26,26.86,0.04,0.024,0.22,0.18,-0.84,-0.88,-0.004,-0.028,0.19,0.04,0.1,0.08
"Maxence Guenette","23-24","OTT","D",7,95.35,24,14.48,29.32,1.23,0.04,0.19,0.19,1.21,-0.02,0.035,-0.005,0.15,0.04,0.17,0.02
"Maxime Lajoie","23-24","TOR","D",7,84.32,23,12.98,25.81,0.89,0.041,0.26,0.27,0.69,-0.19,0.044,0.004,0.28,-0.01,0.27,-0.01
"Maxwell Crozier","23-24","T.B","D",13,169.63,22,13.69,27.48,1.11,-0.039,0.15,0.17,0.42,-0.69,-0.029,0.009,0.17,-0.02,0.17,0
"Michael Amadio","23-24","VGK","R",73,895,33,14.56,29.09,-0.27,0.039,0.27,0.21,0.41,0.68,0.009,-0.029,0.2,0.07,0.16,0.05
"Michael Bunting","23-24","CAR","L",60,726.05,21,14.29,28.78,4.43,0.122,0.26,0.28,2.42,-2.01,0.077,-0.045,0.19,0.06,0.19,0.09
"Michael Bunting","23-24","PIT","L",21,289.83,23,15.57,31.49,1.15,0.016,0.27,0.2,1.21,0.06,0.059,0.043,0.29,-0.02,0.22,-0.02
"Michael Carcone","23-24","ARI","L",74,794.78,33,13.79,27.92,-0.63,0.013,0.19,0.13,-0.43,0.2,0.015,0.002,0.17,0.02,0.11,0.02
"Michael Eyssimont","23-24","T.B","C",81,918.73,31,14.06,28.25,0.31,-0.015,0.1,0.16,-0.56,-0.87,-0.053,-0.038,0.06,0.04,0.07,0.09
"Michael Kesselring","23-24","ARI","D",65,999.32,34,13.64,27.63,-0.09,0.025,0.21,0.21,-0.05,0.05,0.025,0.001,0.21,0.01,0.2,0
"Michael McCarron","23-24","NSH","R",70,781.9,29,13.82,28.33,1.59,0.083,0.15,0.22,0.9,-0.69,0.044,-0.039,0.12,0.03,0.15,0.07
"Michael McLeod","23-24","N.J","C",45,606.15,27,14.29,28.99,0.68,0.023,0.14,0.15,0.11,-0.58,0.031,0.008,0.16,-0.03,0.15,0
"Michael Pezzetta","23-24","MTL","L",61,462.65,29,13.36,26.9,-1.69,-0.064,0.03,0.08,-0.93,0.76,-0.036,0.029,0.07,-0.03,0.11,-0.04
"Michael Rasmussen","23-24","DET","C",75,972.5,22,14.28,28.86,-1.54,-0.051,0.18,0.16,-0.92,0.62,-0.047,0.004,0.19,-0.01,0.16,0
"Michael Sgarbossa","23-24","WSH","C",25,259.68,25,14.34,28.36,-0.73,-0.008,0.2,0.07,-0.8,-0.07,-0.033,-0.025,0.13,0.08,0.02,0.05
"Mika Zibanejad","23-24","NYR","C",81,1109.62,29,14.84,29.7,1.47,-0.002,0.17,0.26,1.39,-0.09,0.004,0.006,0.21,-0.03,0.26,0.01
"Mikael Backlund","23-24","CGY","C",82,1190.35,34,15.4,30.96,2.02,0.052,0.21,0.29,2.1,0.09,0.058,0.006,0.21,0.01,0.29,0.01
"Mikael Granlund","23-24","S.J","C",69,1035.9,32,15.17,30.18,-2.81,-0.137,0.01,-0.03,-0.91,1.9,-0.046,0.091,0.11,-0.09,0.08,-0.11
"Mikael Pyyhtia","23-24","CBJ","L",17,198.42,25,14.07,27.85,-0.59,-0.042,0.07,0.11,0.28,0.87,0.001,0.043,0.17,-0.1,0.17,-0.07
"Mike Hoffman","23-24","S.J","C",66,780.73,34,14.55,28.94,-2.21,-0.125,-0.07,-0.11,-0.6,1.61,-0.051,0.075,0,-0.07,-0.01,-0.1
"Mike Matheson","23-24","MTL","D",82,1494.93,31,14.11,28.36,-0.44,0.003,0.17,0.18,0.14,0.58,0.039,0.037,0.22,-0.05,0.23,-0.05
"Mike Reilly","23-24","NYI","D",59,901.3,25,13.73,26.93,-1.04,0.024,0.12,0.15,-0.14,0.9,0.035,0.011,0.13,-0.01,0.16,-0.02
"Mikey Anderson","23-24","L.A","D",74,1325.78,25,14.38,29.15,3.19,0.13,0.29,0.33,1.53,-1.65,0.054,-0.076,0.18,0.11,0.21,0.12
"Mikhail Sergachev","23-24","T.B","D",34,608.67,25,14.07,28.26,1.24,0.022,0.2,0.27,0.6,-0.64,0.002,-0.019,0.22,-0.02,0.25,0.02
"Mikko Rantanen","23-24","COL","R",80,1412.08,32,16.24,33.15,3.2,0.128,0.48,0.54,2.31,-0.89,0.089,-0.039,0.4,0.07,0.48,0.06
"Miles Wood","23-24","COL","L",74,899.02,32,14.13,28.84,2.66,0.062,0.24,0.32,1.75,-0.91,0.043,-0.018,0.23,0.01,0.26,0.06
"Milos Kelemen","23-24","ARI","L",10,76.42,21,13.35,27.04,-2.1,-0.041,0.2,0.06,-1.48,0.62,-0.043,-0.001,0.17,0.02,0.05,0.01
"Miro Heiskanen","23-24","DAL","D",71,1411.55,23,14,27.86,1.93,0.101,0.42,0.39,1.19,-0.74,0.046,-0.055,0.32,0.1,0.31,0.08
"Mitch Marner","23-24","TOR","R",69,1051.32,28,15.64,30.99,2.06,0.139,0.4,0.44,1.63,-0.43,0.119,-0.021,0.35,0.05,0.39,0.05
"Mitchell Chaffee","23-24","T.B","R",30,328,26,13.92,27.95,0.36,-0.043,0.13,0.08,-0.5,-0.86,-0.079,-0.036,0.09,0.05,0.01,0.08
"Mitchell Stephens","23-24","MTL","C",23,180.6,23,13.06,26.19,-2.46,-0.095,0.15,0.11,-1.34,1.12,-0.069,0.026,0.17,-0.02,0.12,-0.01
"Morgan Barron","23-24","WPG","C",80,714.47,25,13.58,27.36,1.01,0.051,0.22,0.15,0.07,-0.95,-0.007,-0.059,0.08,0.14,0.03,0.12
"Morgan Frost","23-24","PHI","C",71,911.13,28,14.46,29.29,1.26,0.038,0.18,0.22,1.37,0.11,0.022,-0.016,0.18,0,0.19,0.03
"Morgan Geekie","23-24","BOS","C",76,1016.85,31,14.41,28.95,0.15,0.04,0.23,0.2,0.05,-0.11,0.03,-0.01,0.2,0.03,0.18,0.02
"Morgan Rielly","23-24","TOR","D",72,1425.2,27,14.18,28.11,1.06,0.065,0.28,0.3,0.83,-0.23,0.075,0.01,0.3,-0.02,0.31,0
"Moritz Seider","23-24","DET","D",82,1396.58,23,13.83,27.97,-0.89,-0.066,0.21,0.23,-0.21,0.67,-0.034,0.032,0.27,-0.07,0.28,-0.04
"Nate Schmidt","23-24","WPG","D",63,907.43,26,12.98,26.15,1.59,0.053,0.22,0.25,0.78,-0.81,0.026,-0.027,0.15,0.07,0.18,0.07
"Nathan Bastian","23-24","N.J","R",54,467.53,28,13.92,28.24,0.15,0.027,0.21,0.18,-0.57,-0.72,0.002,-0.026,0.19,0.03,0.12,0.05
"Nathan MacKinnon","23-24","COL","C",82,1444.08,32,16.36,33.41,1.36,0.003,0.39,0.34,0.94,-0.42,0.001,-0.002,0.34,0.05,0.31,0.03
"Nathan Walker","23-24","STL","L",45,471.02,25,13.88,27.82,-2.9,-0.117,-0.11,-0.17,-1.91,0.99,-0.069,0.048,-0.06,-0.05,-0.09,-0.08
"Nazem Kadri","23-24","CGY","C",82,1202.72,34,14.42,28.96,0.77,0.001,0.17,0.24,1.05,0.28,0.018,0.016,0.18,-0.01,0.24,0
"Neal Pionk","23-24","WPG","D",82,1384.07,27,13.75,27.68,1.15,0.051,0.22,0.31,1.02,-0.13,0.042,-0.009,0.2,0.03,0.29,0.02
"Nic Dowd","23-24","WSH","C",64,803.43,30,14.51,28.69,-0.47,-0.021,0.21,0.01,-0.73,-0.25,-0.05,-0.029,0.14,0.07,-0.03,0.04
"Nic Petan","23-24","MIN","C",6,58.58,22,13.93,28.54,0.02,-0.012,0.21,0.16,0.06,0.04,-0.061,-0.049,0.11,0.1,0.08,0.08
"Nicholas Robertson","23-24","TOR","L",56,587.8,28,14.22,28.19,0.54,0.058,0.33,0.19,0.56,0.03,0.051,-0.007,0.31,0.03,0.17,0.02
"Nick Bjugstad","23-24","ARI","C",76,1007.73,31,14.75,29.9,-0.19,0.02,0.1,0.17,-0.19,0,0.028,0.008,0.12,-0.01,0.16,0.01
"Nick Blankenburg","23-24","CBJ","D",12,185.75,29,13.36,26.51,-0.56,-0.051,0.11,0.07,0.29,0.86,0,0.051,0.2,-0.09,0.14,-0.07
"Nick Bonino","23-24","NYR","C",45,447.28,24,13.88,27.78,-0.16,-0.042,0.07,0.12,-0.26,-0.1,-0.06,-0.018,0.07,0,0.08,0.04
"Nick Cousins","23-24","FLA","C",69,814.8,27,14.03,29.22,2.96,0.074,0.13,0.19,1.72,-1.24,0.033,-0.04,0.08,0.04,0.11,0.08
"Nick Desimone","23-24","CGY","D",23,274.47,21,13.04,26.33,0.7,0.006,0.12,0.12,0.59,-0.12,-0.008,-0.014,0.11,0,0.1,0.02
"Nick Desimone","23-24","N.J","D",11,165.17,22,13.61,27.63,1.22,0.057,0.09,0.21,0.64,-0.58,0.068,0.011,0.12,-0.03,0.19,0.01
"Nick Foligno","23-24","CHI","L",74,983.52,34,15.2,30.48,-2.89,-0.13,-0.01,-0.05,-1.58,1.31,-0.064,0.066,0.05,-0.06,0.03,-0.08
"Nick Jensen","23-24","WSH","D",78,1290.98,31,13.6,26.93,-0.4,-0.013,0.13,0.13,-0.36,0.04,-0.009,0.004,0.12,0.01,0.14,-0.01
"Nick Leddy","23-24","STL","D",82,1575.38,28,14.48,29.01,-0.92,-0.037,0.15,0.16,-1,-0.08,-0.032,0.005,0.15,0,0.17,-0.01
"Nick Paul","23-24","T.B","L",82,1074.97,31,14.59,29.3,0.98,0,0.14,0.18,0.39,-0.59,-0.007,-0.007,0.15,-0.01,0.13,0.04
"Nick Perbix","23-24","T.B","D",77,1255.22,30,13.68,27.48,1.08,-0.01,0.15,0.21,0.5,-0.57,-0.015,-0.005,0.16,-0.02,0.2,0.02
"Nick Schmaltz","23-24","ARI","C",79,1177.6,33,14.95,30.33,0.61,0.005,0.15,0.18,0.02,-0.6,0.021,0.016,0.16,-0.01,0.17,0.01
"Nick Seeler","23-24","PHI","D",71,1039.63,28,13.46,27.3,1.91,0.08,0.23,0.23,1.7,-0.21,0.05,-0.029,0.2,0.03,0.18,0.05
"Nick Suzuki","23-24","MTL","C",82,1313.58,31,15.54,31.26,-1.46,-0.035,0.13,0.14,0.12,1.58,0.031,0.066,0.19,-0.06,0.21,-0.08
"Nicklas Backstrom","23-24","WSH","C",8,97.97,20,14.93,29.61,-1.28,-0.022,0.09,0.12,-0.9,0.37,-0.009,0.012,0.07,0.02,0.11,0
"Nico Hischier","23-24","N.J","C",71,986.08,32,14.99,30.39,2.24,0.092,0.21,0.25,1.3,-0.94,0.095,0.003,0.24,-0.03,0.23,0.03
"Nico Sturm","23-24","S.J","C",63,766.07,34,14.2,28.25,-2.17,-0.135,-0.12,-0.11,-0.73,1.44,-0.055,0.081,-0.04,-0.08,-0.01,-0.1
"Nicolas Aube-Kubel","23-24","WSH","R",60,715.33,30,14.54,28.72,-1.3,-0.03,0.16,0.06,-0.76,0.54,-0.043,-0.013,0.11,0.05,0.05,0.01
"Nicolas Deslauriers","23-24","PHI","L",60,481.77,29,13.87,28.12,0.55,0.071,0.16,0.17,0.63,0.08,0.018,-0.053,0.1,0.06,0.07,0.09
"Nicolas Hague","23-24","VGK","D",73,1220.57,33,13.47,26.91,0.46,0.035,0.27,0.29,0.51,0.05,0.003,-0.032,0.19,0.08,0.22,0.07
"Nicolas Roy","23-24","VGK","C",70,852.17,33,14.35,28.66,-0.65,0.035,0.2,0.18,0.14,0.79,0.004,-0.031,0.13,0.07,0.14,0.04
"Nikita Alexandrov","23-24","STL","C",23,192.88,25,13.45,26.93,-2.69,-0.136,-0.09,-0.11,-1.94,0.75,-0.086,0.051,-0.03,-0.06,-0.06,-0.05
"Nikita Kucherov","23-24","T.B","R",81,1347.18,31,15.56,31.25,0.04,-0.005,0.2,0.28,-0.05,-0.09,0.02,0.024,0.24,-0.04,0.27,0
"Nikita Okhotiuk","23-24","CGY","D",9,115.85,22,12.99,26.08,0.28,-0.007,0.15,0.11,0.76,0.49,0.006,0.013,0.19,-0.04,0.15,-0.04
"Nikita Okhotiuk","23-24","S.J","D",43,658.2,30,13.76,27.35,-1.72,-0.119,-0.04,-0.06,-0.49,1.23,-0.039,0.08,0.06,-0.1,0.05,-0.11
"Nikita Zadorov","23-24","CGY","D",21,344.73,23,13.18,26.57,0.93,0.004,0.09,0.12,1.05,0.12,0.01,0.007,0.15,-0.06,0.16,-0.04
"Nikita Zadorov","23-24","VAN","D",54,815.83,24,13.05,26.66,1.27,0.073,0.3,0.35,0.02,-1.26,0.014,-0.058,0.21,0.09,0.26,0.09
"Nikita Zaitsev","23-24","CHI","D",38,556.55,32,13.45,27.04,-2.88,-0.164,-0.15,-0.15,-1.39,1.49,-0.068,0.096,0.02,-0.16,-0.01,-0.15
"Niko Mikkola","23-24","FLA","D",82,1415.92,27,13.37,27.83,3.29,0.083,0.19,0.22,2.14,-1.15,0.049,-0.034,0.15,0.04,0.17,0.05
"Nikolai Knyzhov","23-24","S.J","D",10,156.05,25,13.76,27.42,-2.29,-0.123,-0.12,-0.11,-0.77,1.52,-0.04,0.083,0,-0.12,0.04,-0.15
"Nikolaj Ehlers","23-24","WPG","L",82,1089.13,27,15.11,30.43,0.46,0.002,0.27,0.2,0.35,-0.11,0.018,0.016,0.26,0.01,0.21,-0.01
